English Question,Bengali Question,A,B,C,D,A Bn,B Bn,C Bn,D Bn,Correct Answer
"A = \begin{bmatrix} x+4 & 8 \\ 2 & x-2 \end{bmatrix} is a matrix
 
 If x = 3 in given matrix, then which of the following is A^{2}?","A = \begin{bmatrix} x+4 & 8 \\ 2 & x-2 \end{bmatrix} একটি ম্যাট্রিক্স।
 
 প্রদত্ত ম্যাট্রিক্সে x = 3 হলে A^{2} নিচের কোনটি?",\begin{bmatrix} 65 & 64 \\ 16 & 17 \end{bmatrix},\begin{bmatrix} 49 & 46 \\ 41 & 43 & 43 \end{bmatrix},\begin{bmatrix} 40 & 48 \\ 52 & 64 \end{bmatrix},\begin{bmatrix} 64 & 49 \\ -2 & 4 \end{bmatrix},\begin{bmatrix} 65 & 64 \\ 16 & 17 \end{bmatrix},\begin{bmatrix} 49 & 46 \\ 41 & 43 & 43 \end{bmatrix},\begin{bmatrix} 40 & 48 \\ 52 & 64 \end{bmatrix},\begin{bmatrix} 64 & 49 \\ -2 & 4 \end{bmatrix},a
Which of the following is the value of \int_{i}^{e} lnx dx?,\int_{i}^{e} lnx dx এর মান নিচের কোনটি?,\text{- 1},0,\frac{1}{e},1,\text{- 1},0,\frac{1}{e},1,d
"The equations of the straight lines are x + y = 3 and x - y = 3.
 
 What is the angle between two straight lines?","x + y = 3 এবং x - y = 3ন দুটি রেখার সমীকরণ।
 
 রেখাদ্বয়ের মধ্যবর্তী কোণ কত?",30\degree,45\degree,60\degree,90\degree,30\degree,45\degree,60\degree,90\degree,d
"The equations of the straight lines are x + y = 3 and x - y = 3.
 
 What is the area (in sq. unit) of the triangle which is formed by the straight lines with Y-axis?","x + y = 3 এবং x - y = 3ন দুটি রেখার সমীকরণ।
 
 রেখাদ্বয় Y-অক্ষের সাথে যে ত্রিভুজ উৎপন্ন করে তার ক্ষেত্রফল কত বর্গ একক?",6,9,12,18,6,9,12,18,b
What is the intercept of X-axis by the circle x^{2} + y^{2} - 4x - 6y = 7?,x^{2} + y^{2} - 4x - 6y = 7 বৃত্তের X-অক্ষের খণ্ডিতাংশের দৈর্ঘ্য কত?,2\sqrt{11},\sqrt{22},11,22,2\sqrt{11},\sqrt{22},11,22,a
"What is the coordinate of the point which devides the line segment joining the points (-2, 4) and (8, -10) externally in the ration 2 : 3?","(-2, 4) এবং (8, -10) বিন্দুদ্বয়ের সংযোজক রেখাকে 2 : 3 অনুপাতে বহির্বিভক্তকারী বিন্দুর স্থানাঙ্ক কোনটি?","(- 22, 8)","(22, -8)","(-22, 32)","(22, -32)","(- 22, 8)","(22, -8)","(-22, 32)","(22, -32)",d
What is the equation of tangent y = sin^{-1} \frac{x}{3} at origin?,মূলবিন্দুতে y = sin^{-1} \frac{x}{3} এর স্পর্শক সমীকরণ নিচের কোনটি?,x - 3y = 0,x + 3y = 0,3x + y = 0,3x - y = 0,x - 3y = 0,x + 3y = 0,3x + y = 0,3x - y = 0,a
"If x^{y} = y^{x}, then \frac{dy}{dx} = ?","x^{y} = y^{x}, হলে \frac{dy}{dx} = ?",\frac{x(y lny - y)}{y(x lny - x)},\frac{y(x lny - y}{x(y lnx - x)},\frac{y(x lny + y)}{x(y lnx + x)},\frac{x(y lnx - y)}{y(x lny - x)},\frac{x(y lny - y)}{y(x lny - x)},\frac{y(x lny - y}{x(y lnx - x)},\frac{y(x lny + y)}{x(y lnx + x)},\frac{x(y lnx - y)}{y(x lny - x)},b
"What is the equation of straight line which is perpendicular to the line 2x - 3y - 9 = 0 and passing through the point (1, 2)?","(1, 2) বিন্দুগামী 2x - 3y - 9 = 0 রেখার উপর লম্বরেখার সমীকরণ কোনটি?",3x + 2y + 7 = 0,3x + 2y - 7 = 1,2x - 3y + 4 = 2,2x - 3y - 4 = 0,3x + 2y + 7 = 0,3x + 2y - 7 = 1,2x - 3y + 4 = 2,2x - 3y - 4 = 0,b
"If A = \begin{bmatrix} 1 & -2 & 3 \end{bmatrix}, B = \begin{bmatrix} 2 \\ -4 \\ -1 \end{bmatrix} then 3AB = what?","A = \begin{bmatrix} 1 & -2 & 3 \end{bmatrix}, B = \begin{bmatrix} 2 \\ -4 \\ -1 \end{bmatrix} হলে 3AB = কত?",[-27],[-7],[7],[21],[-27],[-7],[7],[21],d
Which one of the following matrix is singular?,কোনটি ব্যতিক্রমী ম্যাট্রিক্স?,\begin{bmatrix} 1 & 1 \\ -1 & 1 \end{bmatrix},\begin{bmatrix} 2 & 6 \\ 3 & 7 \end{bmatrix},\begin{bmatrix} 1 & -3 \\ 3 & 9 \end{bmatrix},\begin{bmatrix} 1 & 3 \\ 3 & 9 \end{bmatrix},\begin{bmatrix} 1 & 1 \\ -1 & 1 \end{bmatrix},\begin{bmatrix} 2 & 6 \\ 3 & 7 \end{bmatrix},\begin{bmatrix} 1 & -3 \\ 3 & 9 \end{bmatrix},\begin{bmatrix} 1 & 3 \\ 3 & 9 \end{bmatrix},d
If A = \begin{bmatrix} x & 0 & 1 \\ 0 & 1 & 2 \\ 2 & 1 & 3 \end{bmatrix} and |A| = 0 then what is the value of x?,"A = \begin{bmatrix} x & 0 & 1 \\ 0 & 1 & 2 \\ 2 & 1 & 3 \end{bmatrix}, |A| = 0 হলে x এর মান কত?",\text{-2},0,\frac{2}{5},2,\text{-2},0,\frac{2}{5},2,d
"In the determinant \begin{vmatrix} 1 & 0 & 0 \\ 2 & 3 & 5 \\ 1 & 2 & 3 \end{vmatrix} -
 i. minor of the (2, 3)-th entry is 2
 ii. co-factor of the (2, 2)-th entry is 3
 iii. the value of the determinant is -1
 Which one is correct?","\begin{vmatrix} 1 & 0 & 0 \\ 2 & 3 & 5 \\ 1 & 2 & 3 \end{vmatrix} নির্ণায়কের
 i. (2, 3) তম ভুক্তির অনুরাশি + 2
 ii. (2, 2) তম ভুক্তির সহগুণক 3
 iii. নির্ণায়কটির মান - 1
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i এবং ii,i এবং iii,ii এবং iii,"i, ii এবং iii",d
Which of the following is the adjoint matrix of A = \begin{bmatrix} a & b \\ c & -d \end{bmatrix}?,A = \begin{bmatrix} a & b \\ c & -d \end{bmatrix} এর অনুবন্ধী (Adjoint) ম্যাট্রিক্স কোনটি?,\begin{bmatrix} d & -c \\ -b & -a \end{bmatrix},\begin{bmatrix} d & c \\ b & a \end{bmatrix},\begin{bmatrix} -d & -b \\ -c & a \end{bmatrix},\begin{bmatrix} -d & b \\ c & a \end{bmatrix},\begin{bmatrix} d & -c \\ -b & -a \end{bmatrix},\begin{bmatrix} d & c \\ b & a \end{bmatrix},\begin{bmatrix} -d & -b \\ -c & a \end{bmatrix},\begin{bmatrix} -d & b \\ c & a \end{bmatrix},c
"A = \begin{bmatrix} 1 & 2 \\ 0 & -3 \end{bmatrix}, B = \begin{bmatrix} -2 & 3 \\ -1 & 4 \end{bmatrix}.
 
 A + B = what?","A = \begin{bmatrix} 1 & 2 \\ 0 & -3 \end{bmatrix}, B = \begin{bmatrix} -2 & 3 \\ -1 & 4 \end{bmatrix}.
 
 A + B = কত?",\begin{bmatrix} -1 & 5 \\ 1 & 1 \end{bmatrix},\begin{bmatrix} -1 & -5 \\ -1 & 1 \end{bmatrix},\begin{bmatrix} -1 & 5 \\ -1 & 1 \end{bmatrix},\begin{bmatrix} -1 & 5 \\ -1 & -1 \end{bmatrix},\begin{bmatrix} -1 & 5 \\ 1 & 1 \end{bmatrix},\begin{bmatrix} -1 & -5 \\ -1 & 1 \end{bmatrix},\begin{bmatrix} -1 & 5 \\ -1 & 1 \end{bmatrix},\begin{bmatrix} -1 & 5 \\ -1 & -1 \end{bmatrix},c
"A = \begin{bmatrix} 1 & 2 \\ 0 & -3 \end{bmatrix}, B = \begin{bmatrix} -2 & 3 \\ -1 & 4 \end{bmatrix}.
 
 A^{t} - B^{t} = what?","A = \begin{bmatrix} 1 & 2 \\ 0 & -3 \end{bmatrix}, B = \begin{bmatrix} -2 & 3 \\ -1 & 4 \end{bmatrix}.
 
 A^{t} - B^{t} = কত?",\begin{bmatrix} 3 & 1 \\ -1 & -7 \end{bmatrix},\begin{bmatrix} -3 & 1 \\ -1 & -7 \end{bmatrix},\begin{bmatrix} 3 & -1 \\ -1 & -7 \end{bmatrix},\begin{bmatrix} 3 & 1 \\ 1 & -7 \end{bmatrix},\begin{bmatrix} 3 & 1 \\ -1 & -7 \end{bmatrix},\begin{bmatrix} -3 & 1 \\ -1 & -7 \end{bmatrix},\begin{bmatrix} 3 & -1 \\ -1 & -7 \end{bmatrix},\begin{bmatrix} 3 & 1 \\ 1 & -7 \end{bmatrix},a
"A straight line passing through the points (5, 5) and (3, 7). What is slope of the straight line?","একটি সরলরেখা (5, 5) ও (3, 7) বিন্দুগামী হলে রেখাটির ঢাল কত?",\text{-2},\text{-1},3,10,\text{-2},\text{-1},3,10,b
"Which one of the following is the equation of a straight line perpendicular to the straight line 3x + 7y - 2 = 0 and passing through the point (2, 1)?","3x + 7y - 2 = 0 সরলরেখার উপর লম্ব এবং (2, 1) বিন্দুগামী রেখার সমীকরণ নিচের কোনটি?",3x + 7y - 13 = 0,7x - 3y - 11 = 0,7x + 3y - 11 = 0,7x - 3y - 17 = 0,3x + 7y - 13 = 0,7x - 3y - 11 = 0,7x + 3y - 11 = 0,7x - 3y - 17 = 0,b
Which one of the following is the equation of the straight line having slope - 1 and distance from origin is 4 unit?,মূলবিন্দু হতে 4 একক দূরবর্তী এবং - 1 ঢালবিশিষ্ট সরলরেখার সমীকরণ নিচের কোনটি?,x + y \pm 4\sqrt{2} = 0,y - x \pm 4\sqrt{2} = 0,y + x\sqrt{2}x = 0,4\sqrt{2} - y = 0,x + y \pm 4\sqrt{2} = 0,y - x \pm 4\sqrt{2} = 0,y + x\sqrt{2}x = 0,4\sqrt{2} - y = 0,a
"If the straight line 3x + 4y - 12 = 0 forms a triangle with two axes then-
 i. the area of the triangle is 6 sq. units
 ii. the triangle is situated in first quadrant
 iii. the length of the intercept of the line by the two axes 5 units
 Which one is correct?","3x + 4y - 12 = 0 সরলরেখাটি অক্ষদ্বয়ের সাথে একটি ত্রিভুজ গঠন করলে-
 i. ত্রিভুজটির ক্ষেত্রফল 6 বর্গ একক
 ii. ত্রিভুজটি ১ম চতুর্ভাগে অবস্থিত
 iii. অক্ষদ্বয় কর্তৃক রেখাটির খণ্ডিত অংশের পরিমাণ 5 একক
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i এবং ii,ii এবং iii,i এবং iii,"i, ii এবং iii",d
"Equation of a straight line, 2x + 2y - \sqrt{5} = 0.
 
 What is the angle forms by the straight line of the stem with the positive direction of x-axis?","2x + 2y - \sqrt{5} = 0 একটি সরলরেখার সমীকরণ।
 
 উদ্দীপকে প্রদত্ত সরলরেখাটি x অক্ষের ধনাত্মক দিকের সাথে কত ডিগ্রি কোণ উৎপন্ন করে?",-135\degree,-45\degree,45\degree,135\degree,-135\degree,-45\degree,45\degree,135\degree,d
"Equation of a straight line, 2x + 2y - \sqrt{5} = 0.
 
 What is the area of the triangle forms by the straight line of the stem with both axes?","2x + 2y - \sqrt{5} = 0 একটি সরলরেখার সমীকরণ।
 
 উদ্দীপকের সরলরেখাটি দ্বারা স্থানাঙ্কের অক্ষদ্বয়ের সহিত উৎপন্ন ত্রিভুজের ক্ষেত্রফল নিচের কোনটি?",\frac{5}{8} sq. unit,\frac{5}{4} sq. unit,\frac{5}{2} sq. unit,4\sqrt{5} sq. unit,\frac{5}{8} বর্গ একক,\frac{5}{4} বর্গ একক,\frac{5}{2} বর্গ একক,4\sqrt{5} বর্গ একক,a
\frac{d}{dx} (7^{x}) = what?,\frac{d}{dx} (7^{x}) = কত?,x.7^{x-1},7^{x} ln 7^{x},7^{x} ln 7,x ln 7^{x},x.7^{x-1},7^{x} ln 7^{x},7^{x} ln 7,x ln 7^{x},c
If f(x) = sin \frac{x}{2} then f'' \left ( \frac{\pi}{2} \right ) = what?,f(x) = sin \frac{x}{2} হলে f'' \left ( \frac{\pi}{2} \right ) = কত?,\frac{-1}{2\sqrt{2}},\frac{-1}{4\sqrt{2}},\frac{1}{2\sqrt{2}},\frac{1}{\sqrt{2}},\frac{-1}{2\sqrt{2}},\frac{-1}{4\sqrt{2}},\frac{1}{2\sqrt{2}},\frac{1}{\sqrt{2}},b
If x = a (\theta - sin\theta) and y = a(1 + cos\theta) the what is the value of \frac{dy}{dx}?,যদি x = a (\theta - sin\theta) এবং y = a(1 + cos\theta) হয় তবে \frac{dy}{dx} এর মান কোনটি?,- cot{\frac{\theta}{2},- sin\theta,1 - cos\theta,- tan \frac{\theta}{2},- cot{\frac{\theta}{2},- sin\theta,1 - cos\theta,- tan \frac{\theta}{2},a
"If the function f(x) is continuous at x = b-
 i. f(b) is defined
 ii. \lim_{x \to b} f(x) does not exist
 iii. \lim_{x \to b} f(x) = f(b)
 Which one is correct?","f(x) ফাংশন x = b বিন্দুতে অবিচ্ছিন্ন হলে-
 i. f(b) সংজ্ঞায়িত হয়
 ii. \lim_{x \to b} f(x) বিদ্যমান থাকে না
 iii. \lim_{x \to b} f(x) = f(b)
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i এবং ii,i এবং iii,ii এবং iii,"i, ii এবং iii",b
In which interval the function f(x) = 2x^{3} - 15x^{2} + 36x + 10 is decreases?,f(x) = 2x^{3} - 15x^{2} + 36x + 10 ফাংশনটি কোন ব্যবধিতে হ্রাস পায়?,x > 1,x < 2,x > 3,2 < x < 3,x > 1,x < 2,x > 3,2 < x < 3,d
"What is the slope at the point (-3, 2) on the curve x^{2} - y^{2} = 5?","x^{2} - y^{2} = 5 বক্ররেখার (-3, 2) বিন্দুতে ঢাল কত?",- \frac{3}{2},- \frac{2}{3},\frac{2}{3},\frac{3}{2},- \frac{3}{2},- \frac{2}{3},\frac{2}{3},\frac{3}{2},a
If f(x) is a function of x then \int \frac{f'(x)}{f(x)} dx = what?,"x এর একটি ফাংশন f(x) হলে, \int \frac{f'(x)}{f(x)} dx = কত?",f'(x) + c,f(x) + c,ln |f'(x) | + c,ln |f(X)| + c,f'(x) + c,f(x) + c,ln |f'(x) | + c,ln |f(X)| + c,d
"Applicable for integration-
 i. \int f(x) dx = F(x) + c where c is a constant of the integration
 ii. f(x) is called integrant
 iii. \frac{d}{dx} and \int dx is reverse process
 Which one is correct?","যোগজীকরণের ক্ষেত্রে প্রযোজ্য-
 i. \int f(x) dx = F(x) + , যেখানে c হল যোগজীকরণ ধ্রুবক
 ii. f(x) কে যোজ্য (Integrand) বলে
 iii. \frac{d}{dx} ও \int dx পরস্পর বিপরীত প্রক্রিয়া
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i এবং ii,i এবং iii,ii এবং iii,"i, ii এবং iii",d
\int \sqrt{2 - 3x} dx = what?,\int \sqrt{2 - 3x} dx = কত?,- \frac{2}{9} (2 - 3x)^{\frac{3}{2}} + c,- \frac{1}{6} (2 - 3x)^{- \frac{1}{2}} + c,- (2 - 3x)^{\frac{3}{2}} + c,- 3(2 - 3x)^{- \frac{1}{2}} + c,- \frac{2}{9} (2 - 3x)^{\frac{3}{2}} + c,- \frac{1}{6} (2 - 3x)^{- \frac{1}{2}} + c,- (2 - 3x)^{\frac{3}{2}} + c,- 3(2 - 3x)^{- \frac{1}{2}} + c,a
If \int \frac{dx}{x^{2} + a^{2}} = K cot^{-1} \frac{a}{x} + c then K = ?,\int \frac{dx}{x^{2} + a^{2}} = K cot^{-1} \frac{a}{x} + c হলে K = ?,- a,- \frac{1}{a},\frac{1}{a},a,- a,- \frac{1}{a},\frac{1}{a},a,c
\int_{1}^{e} log_{e} x dx = what?,\int_{1}^{e} log_{e} x dx = কত?,- e,\text {-1},1,e,- e,\text {-1},1,e,c
Which one is correct integration to determine the plane area bounded by the parabola y^{2} = 4ax and x^{2} = 4ay?,y^{2} = 4ax ও x^{2} = 4ay পরাবৃত্ত দুটি দ্বারা সীমাবদ্ধ সমতল ক্ষেত্রের ক্ষেত্রফল নির্ণয়ের জন্য কোন যোগজটি সঠিক?,\int_{0}^{4a} \left ( 2\sqrt{ax} - \frac{x^{2}}{4a} \right ) dx,\int_{0}^{4a} \left ( 2\sqrt{ax} - \frac{4a}{x^{2}} \right ) dx,\int_{0}^{4a} \left ( \frac{4a}{x^{2}} - 2\sqrt{ax} \right ) dx,\int_{0}^{4a} \left ( \sqrt{ax} - \frac{x^{2}}{2a} \right ) dx,\int_{0}^{4a} \left ( 2\sqrt{ax} - \frac{x^{2}}{4a} \right ) dx,\int_{0}^{4a} \left ( 2\sqrt{ax} - \frac{4a}{x^{2}} \right ) dx,\int_{0}^{4a} \left ( \frac{4a}{x^{2}} - 2\sqrt{ax} \right ) dx,\int_{0}^{4a} \left ( \sqrt{ax} - \frac{x^{2}}{2a} \right ) dx,a
\frac{cot54\degree}{tan36\degree} + \frac{tan20\degree}{cot70\degree} = ?,\frac{cot54\degree}{tan36\degree} + \frac{tan20\degree}{cot70\degree} এর মান কত?,0,1,2,3,0,1,2,3,c
"If cos\theta = \frac{1}{2} \left ( a + \frac{1}{a} \right ), then the value of cos3\theta is-","cos\theta = \frac{1}{2} \left ( a + \frac{1}{a} \right ) হয়, তবে cos3\theta এর মান-",\frac{1}{8} \left ( a^{3} + \frac{1}{a^{3}} \right ),\frac{1}{3} \left ( a^{3} + \frac{1}{a^{3}} \right ),\frac{1}{2} \left ( a^{3} + \frac{1}{a^{3}} \right ),\frac{3}{2} \left ( a^{3} + \frac{1}{a^{3}} \right ),\frac{1}{8} \left ( a^{3} + \frac{1}{a^{3}} \right ),\frac{1}{3} \left ( a^{3} + \frac{1}{a^{3}} \right ),\frac{1}{2} \left ( a^{3} + \frac{1}{a^{3}} \right ),\frac{3}{2} \left ( a^{3} + \frac{1}{a^{3}} \right ),c
"At the point of the curve (1, 7) is y = x^{3} + 2x^{2} + 4 -
 i. slope of the tangent 7
 ii. equation of the tangent 7x - y + 5 = 0
 iii. equation of the normal x + 7y = 50
 Which one is correct?","y = x^{3} + 2x^{2} + 4 বক্ররেখার (1, 7) বিন্দুতে-
 i. স্পর্শকের ঢাল 7
 ii. স্পর্শকের সমীকরণ 7x - y + 5 = 0
 iii. অভিলম্বের সমীকরণ x + 7y = 50
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i এবং ii,i এবং iii,ii এবং iii,"i, ii এবং iii",b
"If the distance S = 5t^{3} - 9t^{2} + 3t + 2, then after t = 4 what will be the unit of velocity?",দূরত্ব S = 5t^{3} - 9t^{2} + 3t + 2 হলে t = 4 সময় পর বেগ কত একক হবে?,71,171,243,343,71,171,243,343,b
"For a square matrix A, if A^{2} = I, then A^{-1} = ?",বর্গ ম্যাট্রিক্স A এর ক্ষেত্রে A^{2} = I হলে A^{-1} = ?,2A,A,0,A + I,2A,A,0,A + I,b
"If \begin{bmatrix} 1 & 3 & \lambda + 2 \\ 2 & 4 & 8 \\ 3 & 5 & 10 \end{bmatrix} is a singular matrix then, find the value of \lambda.","\begin{bmatrix} 1 & 3 & \lambda + 2 \\ 2 & 4 & 8 \\ 3 & 5 & 10 \end{bmatrix} একটি ব্যতিক্রমী ম্যাট্রিক্স হলে, \lambda এর মান-",\text{- 2},2,4,\text{- 4},\text{- 2},2,4,\text{- 4},c
"If A^{-1} = \begin{bmatrix} 2 & 0 \\ 0 & 2 \end{bmatrix}, B^{-1} = \begin{bmatrix} 0 & 1 \\ 1 & 0 \end{bmatrix} then, what is the value of (AB)^{-1}?","A^{-1} = \begin{bmatrix} 2 & 0 \\ 0 & 2 \end{bmatrix}, B^{-1} = \begin{bmatrix} 0 & 1 \\ 1 & 0 \end{bmatrix} হলে (AB)^{-1} এর মান কত?",\begin{bmatrix} 0 & 2 \\ 2 & 0 \end{bmatrix},\begin{bmatrix} 2 & 0 \\ 0 & 2 \end{bmatrix},\begin{bmatrix} 1 & 0 \\ 0 & 1 \end{bmatrix},\begin{bmatrix} 0 & 1 \\ 1 & 0 \end{bmatrix},\begin{bmatrix} 0 & 2 \\ 2 & 0 \end{bmatrix},\begin{bmatrix} 2 & 0 \\ 0 & 2 \end{bmatrix},\begin{bmatrix} 1 & 0 \\ 0 & 1 \end{bmatrix},\begin{bmatrix} 0 & 1 \\ 1 & 0 \end{bmatrix},a
"For a square matrix A and a scalar K-
 i. (A^{t})^{t} = A
 ii. (KA)^{t} = KA^{t}
 iii. if |A| \neq 0, then |A^{-1}| = \frac{1}{|A|}
 Which one is correct?","A একটি বর্গ ম্যাট্রিক্স এবং K একটি স্কেলার হলে-
 i. (A^{t})^{t} = A
 ii. (KA)^{t} = KA^{t}
 iii. যদি |A| \neq 0 হয়, তাহলে |A^{-1}| = \frac{1}{|A|}
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i এবং ii,i এবং iii,ii এবং iii,"i, ii এবং iii",d
"If A = \begin{bmatrix} 1 & 1 & 1 \\ e & \pi & \sqrt{3} \\ 3 & 3 & 3 \end{bmatrix}, then |A| = ?","A = \begin{bmatrix} 1 & 1 & 1 \\ e & \pi & \sqrt{3} \\ 3 & 3 & 3 \end{bmatrix} হলে, |A| = ?",e,\pi,2(e - \pi + \sqrt{3}),0,e,\pi,2(e - \pi + \sqrt{3}),0,d
"The length of the straight line \sqrt{3}x - y + 8 = 0 from the point (\sqrt{3}, 1) is P and if the perpendicular line makes an angle \theta with x-axis, then-
 
 What is the value of P?","(\sqrt{3}, 1) বিন্দু হতে \sqrt{3}x - y + 8 = 0 সরলরেখার উপর অঙ্কিত লম্বের দৈর্ঘ্য P এবং লম্ব রেখাটি x-অক্ষের সাথে \theta কোণ উৎপন্ন করলে-
 
 P-এর মান কত?",5,4,2,5\sqrt{2},5,4,2,5\sqrt{2},a
Under what condition of the function f(x) = x^{2} - 2x is monotonically decreasing?,f(x) = x^{2} - 2x ফাংশনটি ক্রমহ্রাসমান হওয়ার শর্ত-,x > 1,x > 2,x < 1,x < 2,x > 1,x > 2,x < 1,x < 2,c
What is the value of \underset{x \to 0}{Lt} \frac{\sqrt{1 + sinx} - \sqrt{1 - sinx}}{x} ?,\underset{x \to 0}{Lt} \frac{\sqrt{1 + sinx} - \sqrt{1 - sinx}}{x} এর মান কত?,\frac{1}{2},\text{- 2},2,1,\frac{1}{2},\text{- 2},2,1,d
\int \frac{cotx}{\sqrt{sinx}} dx = ?,\int \frac{cotx}{\sqrt{sinx}} dx = কত?,\frac{- 2}{\sqrt{sinx}} + c,\frac{- 1}{2\sqrt{sinx}} + c,\frac{1}{2\sqrt{sinx}} + c,2\sqrt{sinx} + c,\frac{- 2}{\sqrt{sinx}} + c,\frac{- 1}{2\sqrt{sinx}} + c,\frac{1}{2\sqrt{sinx}} + c,2\sqrt{sinx} + c,a
What is the value of \int e^{x} cosx (1 + tanx) dx?,\int e^{x} cosx (1 + tanx) dx এর মান কত?,e^{x} cosx + c,e^{x} tanx + c,e^{x} secx + c,e^{x} sin x + c,e^{x} cosx + c,e^{x} tanx + c,e^{x} secx + c,e^{x} sin x + c,d
"If \int_{0}^{3} f(x) = 4, then \int_{2}^{5} f(x - 2) = ?","\int_{0}^{3} f(x) = 4 হলে, \int_{2}^{5} f(x - 2) = কত?",0,4,3,2,0,4,3,2,b
What is the unit of the area bounded by y-axis and the curve x = 4 - y^{2}?,y-অক্ষ এবং x = 4 - y^{2} পরাবৃত্ত দ্বারা আবদ্ধ ক্ষেত্রের ক্ষেত্রফল কত?,\frac{3}{32} square unit,\frac{2}{33} square unit,\frac{32}{3} square unit,\frac{33}{2} square unit,\frac{3}{32} বর্গ একক,\frac{2}{33} বর্গ একক,\frac{32}{3} বর্গ একক,\frac{33}{2} বর্গ একক,c
The distance between the straight lines 5x + 3y - 7 = 0 and 15x + 9y + 14 = 0 is-,5x + 3y - 7 = 0 এবং 15x + 9y + 14 = 0 এর মধ্যবর্তী দূরত্ব-,\frac{7}{\sqrt{34}},\frac{15}{2\sqrt{34}},\frac{35}{3\sqrt{34}},\frac{47}{4\sqrt{34}},\frac{7}{\sqrt{34}},\frac{15}{2\sqrt{34}},\frac{35}{3\sqrt{34}},\frac{47}{4\sqrt{34}},c
"By the straight line 2x + 3y = 8 -
 i. intercept on x-axis is 4
 ii. the area of the triangle making with the axis is \frac{16}{3} square unit
 iii. it intersects y-axis square unit
 Which one is correct?","2x + 3y = 8 রেখা দ্বারা-
 i. x-অক্ষের খন্ডিতাংশ 4
 ii. অক্ষদ্বয়ের সাথে গঠিত ত্রিভুজের ক্ষেত্রফল \frac{16}{3} বর্গ একক
 iii. y-অক্ষকে (0, 8) বিন্দুতে ছেদ করে
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i এবং ii,i এবং iii,ii এবং iii,"i, ii এবং iii",a
"The circle x^{2} + y^{2} - 4x - 6y + c = 0 touches the y-axis.
 
 What is the value of c?","x^{2} + y^{2} - 4x - 6y + c = 0 বৃত্তটি y-অক্ষকে স্পর্শ করে।
 
 c-এর মান কত?",9,3,4,2,9,3,4,2,a
"The circle x^{2} + y^{2} - 4x - 6y + c = 0 touches the y-axis.
 
 What is the point of contact?","x^{2} + y^{2} - 4x - 6y + c = 0 বৃত্তটি y-অক্ষকে স্পর্শ করে।
 
 স্পর্শ বিন্দুর স্থানাঙ্ক কত?","(3, 0)","(0, 3)","(2, 0)","(0, 2)","(3, 0)","(0, 3)","(2, 0)","(0, 2)",b
"What is the length of the tangent to the circle x^{2} + y^{2} - 2x - y - 7 = 0 from the point (-1, -3)?","(-1, -3) বিন্দু হতে অঙ্কিত x^{2} + y^{2} - 2x - y - 7 = 0 বৃত্তের স্পর্শকের দৈর্ঘ্য কত?",4,2\sqrt{3},2\sqrt{2},8,4,2\sqrt{3},2\sqrt{2},8,c
"If the straight lines 3x - 4y + 4 = 0 and 6x - 8y - 7 = 0 are tangents of a circle, then the radius of the circles is-","3x - 4y + 4 = 0 এবং 6x - 8y - 7 = 0 সরলরেখাদ্বয় একই বৃত্তের স্পর্শক হলে, বৃত্তটির ব্যাসার্ধ-",\frac{3}{5},\frac{5}{7},\frac{3}{4},\frac{5}{6},\frac{3}{5},\frac{5}{7},\frac{3}{4},\frac{5}{6},c
\frac{d}{dx}(log_{10}x) = ?,\frac{d}{dx}(log_{10}x) এর মান কোনটি?,\frac{1}{x},\frac{1}{x}log_{10}e,\frac{1}{x}log_{e}10,log_{10}e,\frac{1}{x},\frac{1}{x}log_{10}e,\frac{1}{x}log_{e}10,log_{10}e,b
"If I = \int_{1}^{e}\frac{dx}{x(1-lnx)}, then what is the value of I?",I = \int_{1}^{e}\frac{dx}{x(1-lnx)} হলে I এর মান কত?,e,e+1,ln e-1,ln2,e,e+1,ln e-1,ln2,d
"If f(x) = 4x, then- 
 i. \int \frac{dx}{f(x)} = \frac{1}{4} lnx + c 
 ii. \int e^{f(x)}dx = \frac{1}{4}e^{4x} + c 
 iii. \int_{0}^{2} f(x) dx = 8
 Which one is correct?","f(x) = 4x হলে-
 i. \int \frac{dx}{f(x)} = \frac{1}{4} lnx + c 
 ii. \int e^{f(x)}dx = \frac{1}{4}e^{4x} + c 
 iii. \int_{0}^{2} f(x) dx = 8
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i এবং ii,i এবং iii,ii এবং iii,"i, ii এবং iii",d
What is the value of- \int_{2}^{1} ln x dx?,- \int_{2}^{1} ln x dx এর মান কোনটি?,2ln2 - 1,2ln2+1,2ln2,ln2,2ln2 - 1,2ln2+1,2ln2,ln2,a
