English Question,Bengali Question,A,B,C,D,A Bn,B Bn,C Bn,D Bn,Correct Answer
"* the simple harmonic motion is the projection of uniform circular motion then-
 i. the amplitude of simple harmonic motion is equal to the radius at the uniform circular motion
 ii. time period of both motions will be same
 iii. Angular frequency at simple harmonic motion is equal to the angular velocity of uniform circular motion
 Which one is correct?","যদি সরলদোল গতি সুষম বৃত্তাকার গতির অভিক্ষপ হয় তবে-
i. সরলদোল গতির বিস্তার সুষম বৃত্তাকার গতির ব্যাসার্ধের সমান
ii. উভয় গতির পর্যায়কাল একই হবে
iii. সরলদোল গতির কৌণিক কম্পাংক সুষম বৃত্তাকার গতির কৌণিক বেগের সমান
নিচের কোনটি সঠিক?",i & ii,i & iii,ii & iii,"i, ii & iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",d
Which one is correct for second pendulum?,সেকেন্ড দোলকের ক্ষেত্রে কোনটি সঠিক?,L \propto g,L \propto \frac{1}{g},L \propto T,L \propto \frac{1}{T},L \propto g,L \propto \frac{1}{g},L \propto T,L \propto \frac{1}{T},a
If the displacement of two oscillatory particles are respectively x= A sin\omega t and X= Acos\omega t then the phase difference between them will be-,দুটি স্পন্দনরত কণার সরণ যথাক্রমে x=Asin\omega t এবং x=Acos\omega t হলে এদের মধ্যকার দশা পার্থক্য কত?,0,\frac{p}{2},\pi,2\pi,0,\frac{\pi}{2},\pi,2\pi,b
Which quantity is applicable for law of pressure of gass?,গ্যাসের চাপীয় সূত্রটিতে নিচের কোন রাশিটির মান স্থির থাকে?,Temperature,Heat,Pressure,Volume,তাপমাত্রা,তাপ,চাপ,আয়তন,d
Which of the following vectors having same initial point and final point?,নিচের কোন ভেক্টরের পাদবিন্দু ও শীর্ষবিন্দু একই?,Equal vector,Null vector,Collinear vector,Unit vector,সমান ভেক্টর,ভেক্টর,সমরেখ ভেক্টর,একক ভেক্টর,b
Which one is the dimension of angular acceleration?,কৌণিক ত্বরণের মাত্রা কোনটি?,[M\degree L\degree T^{-1}],[M\degree LT^{-1}],[M\degree L\degree T^{-2}],[M^{-1} LT^{-2}],[M\degree L\degree T^{-1}],[M\degree LT^{-1}],[M\degree L\degree T^{-2}],[M^{-1} LT^{-2}],c
Which one is the non-conservation forec?,কোনটি অসংরক্ষণশীল বল?,Force of perfect spring,Electric force,Magnetic force,Friction force,আদর্শ স্প্রিং-এর বল,তড়িৎ বল,চৌম্বক বল,র্ষণ বল,d
"A bullet struck a block on a non-frictional plane and remained inside. In this case conserved quantites will be-
 i. momentum 
 ii. Kinetic energy 
 iii. Relative velocity
 Which one is correct?","একটি বুলেট ঘর্ষণহীন সমতলে অবস্থিত ব্লকে আঘাত করে এর ভেতরে রয়ে গেল। এক্ষেত্রে সংরক্ষিত হবে-
i. ভরবেগ
ii. গতিশক্তি
iii. আপেক্ষিক বেগ
নিচের কোনটি সঠিক?",i,ii,i and ii,"i, ii and iii",i,ii,i ও ii,"i, ii ও iii",a
"Which force is responsible to radioactive decay of basic substances like uranium, Thorium etc?","ইউরোনিয়াম, থোরিয়াম ইত্যাদি মৌলিক পদার্থের তেজস্ক্রিয় ভাঙন ঘটে কেনা বলের কারণে?",Radioactive force,Electromagnetic force,*** eak nuclear force,Strong nuclear force,তেজস্ক্রিয় বল,তড়িত চৌম্বক বল,নিউক্লিয় বল,সবল নিউক্লিয় বল,c
"10 N force acts on an object of mass 2kg. The object is at rest. After 4s the force was stopped. (Here friction force is neglected) 
 
 If the force is stopped, the object-","10N বল 2kg ভরের স্থির বস্তুর উপর ক্রিয়া করে এবং 4s পর বলের ক্রিয়া বন্ধ হয়ে গেল। (এখানে ঘর্ষণ বল উপে
বলের ক্রিয়া বন্ধ হয়ে গেলে বস্তুটি-",Will move with uniform acceleration,will move with uniform velocity,will move with decreased velocity,will move with zero veloctiy,সুষম ত্বরণের চলে,সুষম বেগে চলে,বেগ হ্রাসপ্রাপ্ত হয়,বেগ শূণ্য হয়,b
Vector \vec{P} acts along positve X axis. Another vector \vec{Q} acts is such a way that the magniude of \vec{P} \times \vec{Q} becones zero. Then vector \vec{Q} will be-,ভেক্টর \vec{P} ধনাত্মক X-অক্ষ বরাবর অবস্থিত। অন্য একটি ভেক্টর \vec{Q} এমনভাবে অবস্থিত যেন \vec{P}\times \vec{Q} এর মান শূন্য হয়। তাহলে \vec{Q} হতে পারে-,\hat{j},- 2\hat{j},4\hat{k},(\hat{j} \times \hay{k}),\hat{j},-2\hat{i},4\hat{k},(\hat{j}+\hat{k}),b
If the kinetic energy of an object is 1J then what is the value of momentum?,2kg ভরের একটি বস্তুর গতিশক্তি 1 J হলে এর ভরবেগ কত?,2 kgms^{-1},2.53 kgms^{-1},3kgms^{-1},4kgms^{-1},2 kgms^{-1},2.53 kgms^{-1},3 kgms^{-1},4 kgms^{-1},a
"If \vec{A} = 9\hat{i} and \vec{B} = \frac{1}{9} \hat{i} then two vector are-
 i. like vector
 ii. Opposite vector 
 iii. Perpendicular to each other
 Which one is correct?","\vec{A} = 9\hat{i} ও \vec{B} = \frac{1}{9} \hat{i} ভেক্টরদ্বয়-
i. সদৃশ ভেক্টর
ii. বিপ্রতীপ ভেক্টর
iii. পরস্পর লম্ব",ii,i & ii,ii & iii,"i, ii & iii",ii,i ও ii,ii ও iii,"i, ii ও iii",b
What is the mass of water vapour present in unit volume of air?,বায়ুর প্রতি একক আয়তনে উপস্থিত জলঅয় বাষ্পের ভরকে কী বলে?,Relative humidity,Humidity,Absolute humadity,Dew point,আপেক্ষিক আর্দ্রতা,আর্দ্রতা,নরম আর্দ্রতা,শিশিরাঙ্ক,c
