English Question,Bengali Question,A,B,C,D,A Bn,B Bn,C Bn,D Bn,Correct Answer
"If the resultant of the forces Q and 2Q acting on a particle is right angle with Q then-
 i. angle between forces is 120\degree
 ii. the resultant is \sqrt{3}Q unit
 iii. the resolved part of 2Q along Q is the positive value of 3Q
 Which one is correct?","কোনো বিন্দুতে ক্রিয়ারত Q ও 2Q মানের বলদ্বয়ের লব্ধি Q বলের ক্রিয়ারেখার উপর লম্ব হলে-
 i. বলদ্বয়ের মধ্যবর্তী কোণ 120\degree
 ii. লব্ধির মান \sqrt{3}Q একক
 iii. Q বলের দিক বরাবর 2Q বলের ধনাত্মক লম্বাংশ 3Q
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",a
"If a particle is projected vertically upward from the ground with an initial velocity u, then-
 i. greatest height is \frac{u^{2}}{g}
 ii. time to reach the highest point is \frac{u}{g}
 iii. time of flight is \frac{2u}{g}
 Which one is correct?","u বেগে ভূমি হতে খাড়া উপরের দিকে নিক্ষিপ্ত বস্তুকণার-
 i. সর্বাধিক উচ্চতা \frac{u^{2}}{g}
 ii. সর্বাধিক উচ্চতায় পৌঁছার সময় \frac{u}{g}
 iii. বিচরণকাল \frac{2u}{g}
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",c
The modulus and argument of -i are respectively-,-i এর মডুলাস ও আর্গুমেন্ট-,1 and 0,1 and - \frac{\pi}{2},1 and \pi,1 and \frac{\pi}{2},1 ও 0,1 ও - \frac{\pi}{2},1 ও \pi,1 ও \frac{\pi}{2},b
Roots of the equation x^{2} - 5x + 4 = 0 are-,x^{2} - 5x + 4 = 0 সমীকরণের মূলদ্বয়-,real and equal,real and unequal,irrational,complex,বাস্তব ও সমান,বাস্তব ও অসমান,অমূলদ,জটিল,b
"If \omega is one imaginary cube root of unity, then the value of \frac{2}{\omega^{13} + \omega^{26}} is-",এককের একটি জটিল ঘনমূল \omega হলে \frac{2}{\omega^{13} + \omega^{26}} এর মান-,\text{- 2},\text{- 1},0,2,\text{- 2},\text{- 1},0,2,a
"Among three roots of \sqrt[3]{1}-
 i. sum of the roots = 0
 ii. two roots are complex
 iii. one root is equal to the square of the another root
 Which one is correct?","\sqrt[3]{1}- এর মূলত্রয়ের-
 i. যোগফল শূন্য
 ii. দুইটি জটিল
 iii. একটি মূল অপর একটি মূলের বর্গের সমান
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",d
The value of sin^{2} \left ( cos^{-1} \frac{1}{2} \right ) - cos^{2} \left ( sin^{-1} \frac{\sqrt{3}}{2} \right ) is-,sin^{2} \left ( cos^{-1} \frac{1}{2} \right ) - cos^{2} \left ( sin^{-1} \frac{\sqrt{3}}{2} \right ) এর মান-,\text{- 1},- \frac{1}{2},\frac{1}{2},1,\text{- 1},- \frac{1}{2},\frac{1}{2},1,c
"If an object moving with uniform acceleration 4 m/s^{2} and velocity of 20 m/s, then the distance cross by it at 5th second-",20 m/s বেগে ও 4 m/s^{2} সমত্বরণে চলমান বস্তুকণার 5-তম সেকেন্ডে অতিক্রান্ত দূরত্ব-,36 m,38 m,42 m,150 m,36 m,38 m,42 m,150 m,b
"P and Q (P > Q) forces acting a point 'O' at an angle \alpha -
 i. if \alpha = 0, then the resultant will be gratest
 ii. if \alpha = 180\degree, then the resultant will be smallest
 iii. sum of the resolved part of them along the direction of P is P + Q cos\alpha
 Which one is correct?","P ও Q (P > Q) বলদ্বয় 'O' বিন্দুতে পরস্পর \alpha কোণে ক্রিয়াশীল-
 i. \alpha = 0 হলে লব্ধি বৃহত্তম হবে
 ii. \alpha = 180\degree হলে লব্ধি ক্ষুদ্রতম হবে
 iii. P বলের ক্রিয়ারেখা বরাবর তাদের লম্বাংশের যোগফল P + Q cos\alpha
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",d
Solution of sinx = - \frac{1}{2} in the interval - \pi \leq x \leq \pi is-,- \pi \leq x \leq \pi ব্যবধিতে sinx = - \frac{1}{2} সমীকরণের সমাধান-,"- \frac{\pi}{6}, \frac{-5\pi}{6}","- \frac{\pi}{6}, \frac{5\pi}{6}","\frac{\pi}{6}, \frac{-5\pi}{6}","\frac{\pi}{6}, \frac{5\pi}{6}","- \frac{\pi}{6}, \frac{-5\pi}{6}","- \frac{\pi}{6}, \frac{5\pi}{6}","\frac{\pi}{6}, \frac{-5\pi}{6}","\frac{\pi}{6}, \frac{5\pi}{6}",a
The value of cosec^{2} (sec^{-1}\sqrt{5}) is-,cosec^{2} (sec^{-1}\sqrt{5}) এর মান-,\frac{5}{4},\frac{4}{5},\frac{\sqrt{5}}{2},\frac{2}{\sqrt{5}},\frac{5}{4},\frac{4}{5},\frac{\sqrt{5}}{2},\frac{2}{\sqrt{5}},a
"If cos2\theta = -1, then",cos2\theta = -1 হলে-,"\theta = (2n + 1) \frac{\pi}{2}, n \epsilon \mathbb{Z}","\theta = (2n + 1) \pi, n \epsilon \mathbb{Z}","\theta = (4n - 1) \frac{\pi}{2}, n \epsilon \mathbb{Z}","\theta = (4n + 1) \frac{\pi}{2}, n \epsilon \mathbb{Z}","\theta = (2n + 1) \frac{\pi}{2}, n \epsilon \mathbb{Z}","\theta = (2n + 1) \pi, n \epsilon \mathbb{Z}","\theta = (4n - 1) \frac{\pi}{2}, n \epsilon \mathbb{Z}","\theta = (4n + 1) \frac{\pi}{2}, n \epsilon \mathbb{Z}",a
The equation of the major axis of the ellipse \frac{x^{2}}{16} + \frac{y^{2}}{9} = 1 is-,\frac{x^{2}}{16} + \frac{y^{2}}{9} = 1 উপবৃত্তের বৃহৎ অক্ষের সমীকরণ-,x = 0,y = 0,x = 4,y = 0,x = 0,y = 0,x = 4,y = 0,d
The value of tan^{-1} \frac{5}{4} + cot^{-1} \frac{5}{4} is-,tan^{-1} \frac{5}{4} + cot^{-1} \frac{5}{4} এর মান-,0,\pi,\frac{\pi}{2},tan^{-1}\frac{9}{40},0,\pi,\frac{\pi}{2},tan^{-1}\frac{9}{40},c
"For the equation x^{3} - 2x^{2} - 2x + 4 = 0-
 i. one root is 2
 ii. two roots are irrational
 iii. the product of three roots is 4
 Which one is correct?","x^{3} - 2x^{2} - 2x + 4 = 0 সমীকরণের
 i. একটি মূল 2
 ii. দুইটি মূল অমূলদ
 iii. মূলত্রয়ের গুণফল 4
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",a
"Roots of the equation 2x^{2} - x - K = 0 will be complex, when-",2x^{2} - x - K = 0 সমীকরণের মূলদ্বয় জটিল হবে যখন-,K > - \frac{1}{8},K < \frac{1}{8},K > \frac{1}{8},K < - \frac{1}{8},K > - \frac{1}{8},K < \frac{1}{8},K > \frac{1}{8},K < - \frac{1}{8},d
"If i^{2} = - 1, then the value of \frac{- i - i^{-5}}{2i^{-5} + i} is-","i^{2} = - 1 হলে, \frac{- i - i^{-5}}{2i^{-5} + i} এর মান-",\text{- 2},0,\frac{1}{2},2,\text{- 2},0,\frac{1}{2},2,b
"If the roots of 5x^{3} - 3x + 2 = 0 are \alpha, \beta, \gamma, then the value of \alpha + \beta + \gamma is?","5x^{3} - 3x + 2 = 0 এর মূলত্রয় \alpha, \beta, \gamma হলে \alpha + \beta + \gamma = ?",- \frac{3}{5},- \frac{2}{5},0,\frac{3}{5},- \frac{3}{5},- \frac{2}{5},0,\frac{3}{5},c
"One root of the equation ax^{2} + bx + c = 0 will be zero, when-",ax^{2} + bx + c = 0 সমীকরণের একটি মূল শূন্য হবে যখন-,a = 0,b = 0,c = 0,b = c = 0,a = 0,b = 0,c = 0,b = c = 0,c
"The equation of the parabola is y^{2} = 32x - 64.
 
 Focus of the parabola is-","y^{2} = 32x - 64 একটি পরাবৃত্তের সমীকরণ।
 
 পরাবৃত্তটির উপকেন্দ্রের স্থানাঙ্ক-","(8, 0)","(0, 8)","(0, 10)","(10, 0)","(8, 0)","(0, 8)","(0, 10)","(10, 0)",d
"The equation of the parabola is y^{2} = 32x - 64.
 
 The equation of the directrix of the parabola is-","y^{2} = 32x - 64 একটি পরাবৃত্তের সমীকরণ।
 
 পরাবৃত্তটির উপকেন্দ্রের স্থানাঙ্ক-",x - 6 = 0,x + 8 = 0,x - 10 = 0,x + 6 = 0,"(8, 0)","(0, 8)","(0, 10)","(10, 0)",d
How long will it take to drop a stone from the roof of a 19.6 metre high building?,19.6 মিটার উঁচু দালানের ছাদ থেকে একটি পাথর ছেড়ে দিলে ভূমিতে পড়তে কত সময় লাগবে?,1 sec,1.41 sec,2 sec,2.82 sec,1 sec,1.41 sec,2 sec,2.82 sec,c
How much distance the resultant acts away from the smaller force of two like parallel forces 10N and 5N those are acted on two sides of a stick of length 15 metre?,10N এবং 5N দুইটি সদৃশ সমান্তরাল বল 15 মিটার লম্বা একটি হালকা দণ্ডের দুই প্রান্তে কার্যকর হলে ক্ষুদ্রতর বল থেকে লব্ধি কত দূরে ক্রিয়া করবে?,5 metre,10 metre,15 metre,30 metre,5 মিটার,10 মিটার,15 মিটার,30 মিটার,b
"If z = x + iy, then |z| = 5 represents-","z = x + iy হলে, |z| = 5 সমীকরণটি প্রকাশ করে-",Straight line,Circle,parabola,Ellipse,সরলরেখা,বৃত্ত,পরাবৃত্ত,উপবৃত্ত,b
"What is the focal distance of the point (4, 8) on the parabola y^{2} = 16x?","y^{2} = 16x পরাবৃত্তের উপরস্থ (4, 8) বিন্দুর উপকেন্দ্রিক দূরত্ব কত?",20,16,12,8,20,16,12,8,d
Which one is the general solution of tan\theta + 1 = 0?,tan\theta + 1 = 0 এর সাধারণ সমাধান কোনটি?,(4n - 1) \frac{\pi}{4}; n \epsilon \mathbb{Z},(4n + 1) \frac{\pi}{4}; n \epsilon \mathbb{Z},(8n - 1) \frac{\pi}{4}; n \epsilon \mathbb{Z},(8n + 1) \frac{\pi}{4}; n \epsilon \mathbb{Z},(4n - 1) \frac{\pi}{4}; n \epsilon \mathbb{Z},(4n + 1) \frac{\pi}{4}; n \epsilon \mathbb{Z},(8n - 1) \frac{\pi}{4}; n \epsilon \mathbb{Z},(8n + 1) \frac{\pi}{4}; n \epsilon \mathbb{Z},a
A partilce started to move from rest and crossed 6 metre in 2 seconds. What is the distance crossed at 3rd second?,স্থিরাবস্থা থেকে যাত্রা করে একটি কণা 2 সেকেন্ডে 6 মিটার অতিক্রম করলে তৃতীয় সেকেন্ডে কত পথ অতিক্রম করবে?,4.5 metre,7.5 metre,13.5 metre,15 metre,4.5 মিটার,7.5 মিটার,13.5 মিটার,15 মিটার,b
A particle is thrown at an initial velocity 9.8 ms^{-1} with an angle 30\degree with the ground. What is the maximum height of the particle?,9.8 ms^{-1} আদিবেগে ভূমির সাথে 30\degree কোণে একটি বস্তুকণা নিক্ষেপ করা হলো। কণাটির সর্বোচ্চ উচ্চতা কত?,0.25 m,1.225 m,2.45 m,4.9 m,0.25 m,1.225 m,2.45 m,4.9 m,b
Which one is the eccentricity of hyperbola 2y^{2} - x^{2} = 1?,2y^{2} - x^{2} = 1 অধিবৃত্তের উৎকেন্দ্রিকতা কোনটি?,\sqrt{\frac{3}{2}},\sqrt{3},\frac{3}{2},3,\sqrt{\frac{3}{2}},\sqrt{3},\frac{3}{2},3,b
"Three velocities 3 ms^{-1}, 4ms^{-1} and 5 ms^{-1} are acting on a particle and make it static. What is the angle between smaller two velocities?","একটি কণার উপর 3 ms^{-1}, 4ms^{-1} এবং 5 ms^{-1} বেগ তিনটি ক্রিয়া করায় কণাটি সাম্যবস্থায় আছে। ক্ষুদ্রতর বেগ দুইটির মধ্যবর্তী কোণ কত?",0\degree,60\degree,90\degree,120\degree,0\degree,60\degree,90\degree,120\degree,c
"P(x) + x^{2} - Kx + 9 is a quadratic polynomial, where K is a constant.
 
 If K = 2, then what is the minimum value of P(x)?","P(x) + x^{2} - Kx + 9একটি দ্বিঘাত বহুপদী, যেখানে K একটি ধ্রুবক।
 
 K = 2 হলে, P(x) এর ক্ষুদ্রতম মান কত?",-10,-8,8,10,-10,-8,8,10,c
"If \alpha, \beta and \gamma are the roots of 3x^{3} - 6x + 8 = 0, then what is the value of \Sigma \alpha?","3x^{3} - 6x + 8 = 0 সমীকরণের মূলদ্বয় \alpha, \beta ও \gamma হলে \Sigma \alpha এর মান কত?",-6,-2,0,2,-6,-2,0,2,c
What is the principle argument of \sqrt{3} - i?,\sqrt{3} - i এর মূখ্য আর্গুমেন্ট কত?,- \frac{\pi}{6},\frac{\pi}{6},- \frac{5\pi}{6},\frac{7\pi}{6},- \frac{\pi}{6},\frac{\pi}{6},- \frac{5\pi}{6},\frac{7\pi}{6},c
"In the ellipse 4x^{2} + y^{2} = 4-
 i. the length of the major axis is 4
 ii. the length of the latus rectum is 1
 iii. the coordinates of the focii are (0, \pm\sqrt{2})
 Which one is correct?","4x^{2} + y^{2} = 4 উপবৃত্তের ক্ষেত্রে-
 i. বৃহৎ অক্ষের দৈর্ঘ্য 4
 ii. উপকেন্দ্রিক লম্বের দৈর্ঘ্য 1
 iii. উপকেন্দ্রদ্বয়ের স্থানাঙ্ক (0, \pm\sqrt{2})
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",a
"Two forces of magnitude 2N and 3N are acting at a point with an angle of 60\degree.
 
 What is the magnitude of resultant of the forces?","2N ও 3N মানের বলদ্বয় 60\degree কোণে একটি বিন্দুতে ক্রিয়ারত।
 
 বলদ্বয়ের লব্ধির মান কত?",\sqrt{7}N,\sqrt{19}N,7N,19N,\sqrt{7}N,\sqrt{19}N,7N,19N,b
"If i^{2} = - 1, then value of i^{-39} is-","i^{2} = - 1 হলে, i^{-39} এর মান-",-1,1,- i,i,-1,1,- i,i,d
Which one is the quadratic equation having root 1 - \sqrt{-3}?,1 - \sqrt{-3} মূলবিশিষ্ট দ্বিঘাত সমীকরণ কোনটি?,x^{2} - 2x - 4 = 0,x^{2} - 2x + 4 = 0,x^{2} + 2x - 4 = 0,x^{2} + 2x + 4 = 0,x^{2} - 2x - 4 = 0,x^{2} - 2x + 4 = 0,x^{2} + 2x - 4 = 0,x^{2} + 2x + 4 = 0,b
"If z = i - 1, then-
 i. \overline{z} = - i - 1
 ii. |z| = \sqrt{2}
 iii. polar form of z is cos\frac{\pi}{4} - i sin\frac{\pi}{4}
 Which one is correct?","z = i - 1 হলে-
 i. \overline{z} = - i - 1
 ii. |z| = \sqrt{2}
 iii. z এর পোলার আকার cos\frac{\pi}{4} - i sin\frac{\pi}{4}
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",a
"y^{2} = 1 - x is an equation of parabola.
 
 Which one is the vertex of the parabola?","y^{2} = 1 - x একটি পরাবৃত্তের সমীকরণ।
 
 পরাবৃত্তটির শীর্ষবিন্দু কোনটি?","(-1, 0)","(1, 0)","(0, -1)","(0, 1)","(-1, 0)","(1, 0)","(0, -1)","(0, 1)",b
"y^{2} = 1 - x is an equation of parabola.
 
 Which one is the equation of the directrix of the parabola?","y^{2} = 1 - x একটি পরাবৃত্তের সমীকরণ।
 
 পরাবৃত্তটির নিয়ামক রেখা কোনটি?",x = 0,x - 2 = 0,4x - 3 = 0,4x - 5 = 0,x = 0,x - 2 = 0,4x - 3 = 0,4x - 5 = 0,d
Which of the following forces acting at the same time in a point cannot be expressed by the three sides of a triangle in the same order and direction for their equilibrium?,একটি বিন্দুতে একই সময়ে ক্রিয়ারত নিচের কোন বলত্রয়কে তাদের সাম্যবস্থার জন্য একটি ত্রিভুজের তিনটি বাহু দ্বারা একই ক্রমে মানে ও দিকে প্রকাশ করা সম্ভব নয়?,"1N, 2N and 3N","2N, 3N and 4N","3N, 4N and 5N","3N, 5N and 7N","1N, 2N ও 3N","2N, 3N ও 4N","3N, 4N ও 5N","3N, 5N ও 7N",a
What is the value of sin^{2} \left cos^{-1} \frac{1}{2} \right )?,sin^{2} \left cos^{-1} \frac{1}{2} \right ) এর মান কত?,\frac{1}{4},\frac{1}{2},\frac{3}{4},1,\frac{1}{4},\frac{1}{2},\frac{3}{4},1,c
Which quadratic equation has a root \frac{1}{1 + \sqrt{- 2}}?,নিচের কোন দ্বিঘাত সমীকরণের একটি মূল \frac{1}{1 + \sqrt{- 2}}?,2x^{2} - 3x + 1 = 0,2x^{2} - 3x - 1 = 0,3x^{2} - 2x + 1 = 0,3x^{2} - 2x - 1 = 0,2x^{2} - 3x + 1 = 0,2x^{2} - 3x - 1 = 0,3x^{2} - 2x + 1 = 0,3x^{2} - 2x - 1 = 0,c
"Two parallel forces 18N and 12N acting at the point A and B respectively and resultant acts the point C where AB = 15 metres-
 i. if the forces are unlike then the magnitude of their resultant is 6N
 ii. if the forces are like then BC = 9 metres
 iii. if the forces are unlike then AC = 30 metres
 Which one is correct?","দুইটি সমান্তরাল বল 18N এবং 12N যথাক্রমে A ও B বিন্দুতে ক্রিয়ারত এবং তাদের লব্ধি C বিন্দুতে ক্রিয়াশীল। AB = 15 মিঃ
 i. যদি বলদ্বয় অসদৃশ হয় তাহলে লব্ধির মান 6N
 ii. বলদ্বয় সদৃশ হলে BC = 9 মিটার
 iii. বলদ্বয় অসদৃশ হলে AC = 30 মিটার
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",d
"If p, q, r are the roots of the equation 2x^{3} - 3x - 5 = 0, what is value of \frac{1}{p} + \frac{1}{q} + \frac{1}[r}?","2x^{3} - 3x - 5 = 0 সমীকরণের মূলত্রয় p, q, r । \frac{1}{p} + \frac{1}{q} + \frac{1}[r} এর মান কত?",- \frac{3}{5},\frac{3}{5},- \frac{3}{2},\frac{2}{5},- \frac{3}{5},\frac{3}{5},- \frac{3}{2},\frac{2}{5},a
"4(cos^{2}x + sinx) = 5 is a trigonometric equation.
 
 What is the value of x?","4(cos^{2}x + sinx) = 5 একটি ত্রিকোণমিতিক সমীকরণ।
 
 x এর মান কত?","2n\pi \pm \frac{\pi}{3}, n \epsilon \mathbb{Z}","n\pi + (-1)^{n} \frac{\pi}{3}, n \epsilon \mathbb{Z}","n\pi + (-1)^{n} \frac{\pi}{6}, n \epsilon \mathbb{Z}","2n\pi \pm \frac{\pi}{6}, n \epsilon \mathbb{Z}","2n\pi \pm \frac{\pi}{3}, n \epsilon \mathbb{Z}","n\pi + (-1)^{n} \frac{\pi}{3}, n \epsilon \mathbb{Z}","n\pi + (-1)^{n} \frac{\pi}{6}, n \epsilon \mathbb{Z}","2n\pi \pm \frac{\pi}{6}, n \epsilon \mathbb{Z}",b
"4(cos^{2}x + sinx) = 5 is a trigonometric equation.
 
 What is the value of x, when 0 < x < 2\pi?","4(cos^{2}x + sinx) = 5 একটি ত্রিকোণমিতিক সমীকরণ।
 
 x এর মান কত, যখন 0 < x < 2\pi?","\frac{\pi}{3}, \frac{5\pi}{3}","\frac{\pi}{6}, \frac{5\pi}{6}","\frac{\pi}{3}, \frac{2\pi}{3}","\frac{\pi}{6}, \frac{11\pi}{6}","\frac{\pi}{3}, \frac{5\pi}{3}","\frac{\pi}{6}, \frac{5\pi}{6}","\frac{\pi}{3}, \frac{2\pi}{3}","\frac{\pi}{6}, \frac{11\pi}{6}",b
"For the equation 4x^{2} + 4x - 1 = 0-
 i. roots are real and unequal
 ii. one root is \frac{\sqrt{2} - 1}{2}
 iii. roots are complex and unequal
 Which one is correct?","4x^{2} + 4x - 1 = 0 সমীকরণে-
 i. মূলদ্বয় বাস্তব ও অসমান
 ii. একটি মূল \frac{\sqrt{2} - 1}{2}
 iii. মূলদ্বয় জটিল ও অসমান
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",a
"\frac{(x - 2)^{2}}{2} + \frac{(y - 1)^{2}}{8} = 1 is an equation of ellipse.
 
 The length of latus rectum of the ellipse is-","\frac{(x - 2)^{2}}{2} + \frac{(y - 1)^{2}}{8} = 1 একটি উপবৃত্তের সমীকরণ।
 
 উপকেন্দ্রিক লম্বের দৈর্ঘ্য-",\frac{1}{\sqrt{2}},\sqrt{2},2\sqrt{2},8,\frac{1}{\sqrt{2}},\sqrt{2},2\sqrt{2},8,b
"\theta = (2n + 1) \frac{\pi}{2}, n \epsilon \mathbb{Z}, if-","\theta = (2n + 1) \frac{\pi}{2}, n \epsilon \mathbb{Z} যদি-",cot\theta = 0,cos\theta + 1 = 0,sin\theta = 1,cos\theta = 1,cot\theta = 0,cos\theta + 1 = 0,sin\theta = 1,cos\theta = 1,a
For what values of k will the polynomial (k - 1)x^{2} - (k + 2)x + 4 be a perfect square?,k-এর কোন মানের জন্য (k - 1)x^{2} - (k + 2)x + 4 রাশিটি পূর্ণবর্গ হবে?,"- 10, 2","10, -2","2, 10","- 2, - 10","- 10, 2","10, -2","2, 10","- 2, - 10",c
The components of the force P makes angle 15\degree and 45\degree with P. Which one is the components of P?,P বলের উপাংশদ্বয় P এর সাথে 15\degree ও 45\degree কোণ উৎপন্ন করে। P বলের একটি উপাংশ কোনটি?,\frac{\sqrt{2}P}{\sqrt{3}},\frac{2P}{\sqrt{3}},\frac{\sqrt{3}P}{\sqrt{2}},\frac{\sqrt{3}P}{2},\frac{\sqrt{2}P}{\sqrt{3}},\frac{2P}{\sqrt{3}},\frac{\sqrt{3}P}{\sqrt{2}},\frac{\sqrt{3}P}{2},a
"For the conic x^{2} = 2y -
 i. coordinate of focus is \left ( 0, \frac{1}{2} \right )
 ii. equation of the axis is y = 0
 iii. equation of the directrix 2y + 1 = 0
 Which one is correct?","x^{2} = 2y কণিকের জন্য-
 i. উপকেন্দ্রের স্থানাংক \left ( 0, \frac{1}{2} \right )
 ii. অক্ষের সমীকরণ y = 0
 iii. নিয়ামকের সমীকরণ 2y + 1 = 0
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",c
Which relation is correct?,কোন সম্পর্কটি সঠিক?,2tan^{-1}x = sin^{-1}\frac{2x}{1 - x^{2}},3tan^{-1}x = tan^{-1}\frac{x^{3} - 3x}{1 - 3x^{2}},2cos^{-1}x = cos^{-1}(1 - 2x^{2}),3sin^{-1}x = sin^{-1} (3x - 4x^{3}),2tan^{-1}x = sin^{-1}\frac{2x}{1 - x^{2}},3tan^{-1}x = tan^{-1}\frac{x^{3} - 3x}{1 - 3x^{2}},2cos^{-1}x = cos^{-1}(1 - 2x^{2}),3sin^{-1}x = sin^{-1} (3x - 4x^{3}),d
9x^{2} - 16y^{2} + 18x - 48y = 0 is an equation of-,9x^{2} - 16y^{2} + 18x - 48y = 0 সমীকরণটি একটি-,circle,ellipse,parabola,Hyperbola,বৃত্ত,উপবৃত্ত,পরাবৃত্ত,অধিবৃত্ত,d
"Three forces 5N, 7N and 8N acting at a point in different lines in equilibrium. What is the angle between the forces 8N and 5N?","একই বিন্দুতে ক্রিয়ারত তিনটি বল 5N, 7N ও 8N ভিন্ন ভিন্ন রেখা বরাবর ক্রিয়া করে সাম্যাবস্থায় থাকে। 8N ও 5N বলদ্বয়ের মধ্যবর্তী কোণ কোনটি?",60\degree,120\degree,cos^{-1} \left ( \frac{1}{7} \right ),cos^{-1} \left ( - \frac{1}{7} \right ),60\degree,120\degree,cos^{-1} \left ( \frac{1}{7} \right ),cos^{-1} \left ( - \frac{1}{7} \right ),b
"If -4 is a root of x^{2} - 7x + p = 0, what is the value of p?","x^{2} - 7x + p = 0 সমীকরণের একটি মূল -4 হলে, p এর মান কত?",-60,-44,44,60,-60,-44,44,60,b
Two forces P and 30N acting at a point have resultant 25N which is perpendicular to the line P. What is the value of P?,"একই বিন্দুতে ক্রিয়ারত P ও 30N বলদ্বয়ের লব্ধি 25N, P বলের ক্রিয়ারেখার উপর লম্ব। P এর মান কত?",10\sqrt{5}N,10\sqrt{3},5\sqrt{11}N,5\sqrt{15},10\sqrt{5}N,10\sqrt{3},5\sqrt{11}N,5\sqrt{15},c
"\alpha and \beta are the roots of 5x^{2} - 7x - 3 = 0.
 
 Which one is the equation having roots \alpha + \beta and \alpha \beta?","5x^{2} - 7x - 3 = 0 সমীকরণের মূল \alpha ও \beta 
 
 কোন সমীকরণের মূল \alpha + \beta এবং \alpha \beta?",25x^{2} - 20x - 21 = 0,25x^{2} - 20x + 21 = 0,25x^{2} + 20x - 21 = 0,25x^{2} + 20x + 21 = 0,25x^{2} - 20x - 21 = 0,25x^{2} - 20x + 21 = 0,25x^{2} + 20x - 21 = 0,25x^{2} + 20x + 21 = 0,a
"\alpha and \beta are the roots of 5x^{2} - 7x - 3 = 0.
 
 What is the value of \alpha (\alpha > \beta)?","5x^{2} - 7x - 3 = 0 সমীকরণের মূল \alpha ও \beta 
 
 \alpha এর মান কত (যদি \alpha > \beta হয়)?",- \frac{1}{10} (7 + \sqrt{109}),\frac{1}{10} (- 7 + \sqrt{109}),\frac{1}{10} (7 - \sqrt{109}),\frac{1}{10} (7 + \sqrt{109}),- \frac{1}{10} (7 + \sqrt{109}),\frac{1}{10} (- 7 + \sqrt{109}),\frac{1}{10} (7 - \sqrt{109}),\frac{1}{10} (7 + \sqrt{109}),d
"A rod AB of 30 meter long 20kg weight is suspended at A and P kg weight is suspended at B. The resultant acts the point C and length of AC is 20 meter, What is the value of P?",30 মিটার লম্বা AB রডের A প্রান্তে 20kg ওজন এবং B প্রান্তে P kg ওজন ঝুলানো আছে। তাদের লব্ধি C বিন্দুতে ক্রিয়াশীল। AC এর দৈর্ঘ্য 20 মিটার হলে P এর মান কত?,15kg,20kg,30kg,40kg,15kg,20kg,30kg,40kg,d
Which one is the equation of the directrix of parabola (x - 4)^{2} = - 4(y - 5)?,(x - 4)^{2} = - 4(y - 5) পরাবৃত্তের নিয়ামকের সমীকরণ নিচের কোনটি?,x = 4,y = 6,x = 5,y = 5,x = 4,y = 6,x = 5,y = 5,b
"The parabola y^{2} = -12x has-
 i. the length of latus rectum is 16 unit
 ii. the equation of axis is y = 0
 iii. the equation of directrix is x = 3
 Which one is correct?","y^{2} = -12x পরাবৃত্তের-
 i. উপকেন্দ্রিক লম্বের দৈর্ঘ্য 16 একক
 ii. অক্ষের সমীকরণ y = 0
 iii. নিয়ামকের সমীকরণ x = 3
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",b
"8x^{2} + 3y^{2} = 1 is an equation of ellipse.
 
 What is the length of latus rectum of the ellipse?","8x^{2} + 3y^{2} = 1 একটি উপবৃত্তের সমীকরণ।
 
 উপবৃত্তটির উপকেন্দ্রিক লম্বের দৈর্ঘ্য নিচের কোনটি?",\frac{\sqrt{2}}{3},\frac{\sqrt{3}}{2},\frac{2\sqrt{2}}{3},\frac{\sqrt{3}}{4},\frac{\sqrt{2}}{3},\frac{\sqrt{3}}{2},\frac{2\sqrt{2}}{3},\frac{\sqrt{3}}{4},d
