English Question,Bengali Question,A,B,C,D,A Bn,B Bn,C Bn,D Bn,Correct Answer
Which solution of the following can be used in salt-bridge?,লবণ সেতুতে নিচের কোনটির দ্রবণ ব্যবহার করা যায়?,Nacl,KNO_{3},KMnO_{4},K_{2}CO_{3},NaCl,KNO_{3},KMnO_{4},K_{2}CO_{3},b
What is the mass of 10 cm^{3} NH_{3} gas at STP?,প্রমাণ অবস্থায় 10 cm^3 NH_{3} গ্যাসের ভর কত?,5.583 \times 10^{-3} g,6.589 \times 10^{-3} g,7.589 \times 10^{-2} g,7.589 \times 10^{-3} g,5.583\times 10^{-3}g,6.589\times 10^{-3}g,7.589\times 10^{-2}g,7.589\times 10^{-3}g,d
What is the molarity of 20% NaOH solution?,20 % NaOH দ্রবণের মোলারিটি কত?,5M,4M,3M,2M,5 M,4 M,3 M,2 M,a
"In case of ppm-
i. 1ppm = 1g/m^{3}
ii. 1ppm = 1m g/L
iii. 1ppm = 1\mu g/L
Which one is correct?","ppm এর ক্ষেত্রে-
 i. 1 ppm = 1 gm^{-3}
 ii. 1 ppm = 1mgL^{-1}
 iii. 1 ppm = 1\mu gL^{-1}
 নিচের কোনটি সঠিক?",i & ii,i & iii,ii & iii,"i, ii & iii",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",a
Formaline is-,ফরমালিন হলো-,mixture of 60% ethanal and 40% H_{2}O,mixture of 40% methanal and 60% H_{2}O,mixture of 60% methanal and 40% H_{2}O,mixture of 40% methanol and 60% H_{2}O,60% ইথান্যাল ও 40% পানির মিশ্রন,40% মিথান্যাল ও 60% পানির মিশ্রন,60% মিথান্যাল ও 40% পানির মিশ্রন,40% মিথানল ও 60% পানির মিশ্রন,b
"In oxidation-reduction reaction, reducing agent-
i. release electron
ii. oxidized
iii. accept electron
Which one is correct?","জারণ-বিজারণ বিক্রিয়ায়, বিজারক পদার্থ-
 i. ইলেকট্রন বর্জন করে
 ii. জারিত হয় 
 iii. ইলেকট্রন গ্রহণ করে
 নিচের কোনটি সঠিক?",i & ii,i & iii,ii & iii,"i, ii & iii",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",a
NH_{3} + HCl \rightleftharpoons NH_{4}^{+} + Cl^{-}; Which one is the conjugated acid in this reaction?,NH_{3} + HCL \rightleftharpoons N{H_4}^+ + Cl^-; এ বিক্রিয়ায় অনুবন্ধী অম্ল কোনটি?,HCl,NH_{4}^{+},NH_{3},Cl^{-1},HCl,N{H_4}^+,NH_{3},Cl^-,b
What is the oxidation  number of central atom in [Co(NH_{3))_{6}]^{3+} ion?,[CO(NH_{3})_6]^{3+} আয়নটিতে কেন্দ্রীয় পরমাণুর জারণ মান কত?,\text{+1},\text{+2},\text{+3},\text{+6},{+}1,{+}2,{+}3,{+}6,c
Which one is not dependent on temperature?,কোনটি তাপমাত্রার উপর নির্ভরশীল নয়?,Molarity,Molality,Normality,Percentage,মোলারিটি,মোলালিটি,নরমালিটি,শতকরা,b
"What is the charge in Coulomb, when 2.5A current pass in an electrode for 1 min.?",2.5 A বিদ্যুৎ 1 মিনিট ধরে কোন ইলেকট্রোডে প্রবাহিত করলে প্রবাহিত বিদ্যুতের চার্জ কত কুলম্ব?,0.15,1.5,15,150,0.15,1.5,15,150,d
"Which type of orbitals overlapping occured in C - N, \sigma bond of the compound RCONH_{2}?","RCONH_{2} যৌগটির C - N, এ \sigma-সিগ্মা-বন্ধন কোন কোন অরবিটালের অধিক্রমণের ফলে সৃষ্টি?",SP^{3} - SP^{3},SP^{2} - SP^{3},SP - SP^{3},SP^{2} - SP,sp^3 - sp^3,sp^2 - sp^3,sp - sp^3,sp^2 - sp,b
"Metals can be produced by electrolysis-
i. Al
ii. Na
iii. Zn
Which one is correct?","তড়িৎ বিশ্লেষণের মাধ্যমে উৎপাদন করা যায়-
 i. Al
 ii. Na
 iii. Zn
নিচের কোনটি সঠিক?",i & ii,ii & iii,i & iii,"i, ii & iii",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",a
Which one of the following is used to identify the -COOH in organic compounds?,জৈব যৌগে -COOH মূলক শনাক্তকরণে নিচের কোনটি ব্যবহৃত হয়?,FeCl_{3},AgNO_{3},NaHCO_{3},NaNO_{3},FeCl_{3},AgNO_{3},NaHCO_{3},NaNO_{3},c
Which one of the following is measo compound?,নিচের কোনটি মেসো যৌগ?,CH_{3}CH(OH)CH(OH)COOH,CH_{3}CH(OH)CH(Cl)CH_{3},CH_{3}CH(OH)CH_{3},CH_{3}CH_{2}CH(OH)CH_{3},CH_{3}(CH)OHCH(OH)COOH,CH_{3}CH(OH)CH(Cl)CH_{3},CH_{3}CH(OH)CH(OH)CH_{3},CH_{3} - CH_{2}CH(OH)CH_{3},c
"MnO_{4}^{-} H^{+} + Fe^{2+} \rightarrow Product; In this reaction-
i. MnO_{4}^{-} is reduced
ii. Fe^{2+} i oxidized
iii. 5 electrons are transferred
Which one is correct?","MnO_{4}^{-} + H^{+} + Fe^{2+} \rightarrow উৎপাদ; এই বিক্রিয়ায়-
 i. MnO_{4}^{-} বিজারিত হয়
 ii. Fe^{2+} জারিত হয়
 iii. ৫টি ইলেকট্রন স্থানান্তরিত হয়
 নিচের কোনটি সঠিক?",i & ii,i & iii,ii & iii,"i, ii & iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",d
"M/M^{2+}\parallel N^{+}/N, E\degree_{M/M^{2+}} = 0.76 volt
and
E\degree_{N/N^{+}} = - 0.4 volt.
What is the value of e.m.f in volt of the given cell?","M/M^{2+} \parallel N^{+}/N, E\degree _{M/M^{2+}} = 0.76 volt এবং E\degree _{N/N^{+}} = - 0.4 volt. প্রদত্ত কোষটির e.m.f কত volt?",\text+ 1.16,\text+ 0.36,-0.36,-1.16,\text{+ 1.16},\text{+ 0.36},\text{- 0.36},\text{- 1.16},a
Which one is the correct state equation for 4gH_{2}?,4g H_{2} গ্যাসের অবস্থার সমীকরণ কোনটি?,\left (P+\frac{n^{2}a}{V^{2}}  \right ) (v-nb) =nRT,\left (P+\frac{2a}{V^{2}}  \right ) (v-2b) = 2RT,\left (P+\frac{4a}{V^{2}}  \right ) (v-2b) = 2RT,\left (P+\frac{4a}{V^{2}}  \right ) (v-b) = RT,\left ( P + \frac{n^{2}a}{v^{2}} \right ) (v - nb) = nRT,\left ( P + \frac{2a}{v^{2}} \right ) (v - 2b) = 2RT,\left ( P + \frac{4a}{v^{2}} \right ) (v - 2b) = 2RT,\left ( P + \frac{4a}{v^{2}} \right ) (v - b) = RT,c
Which one of the following compound shoiws optical isomerism?,নিচের কোন যৌগটি Optical Isomerism দেখায়?,CH_{2}(NH_{2})COOH,CH_{3}CH(NH_{2})COOH,(CH_{3})_{2}C = CHCl,CH_{3}CH_{2}COOH,CH_{2}(NH_{2})COOH,CH_{3}CH(NH_{2})COOH,(CH_{3})_{2}C = CHCl,CH_{3}CH_{2}COOH,b
Which of the following compounds have delocalized \pi electron?,নিচের কোন যৌগে সঞ্চারণশীল \pi ইলেকট্রন আছে?,C_{2}H_{2},C_{2}H_{4},C_{6}H_{6},C_{3}H_{8},C_{2}H_{2},C_{2}H_{4},C_{6}H_{6},C_{3}H_{8},c
What is the difference in temperature between SATP and STP in \degreeC?,SATP ও STP তে তাপমাত্রার পার্থক্য কত \degree\text{C}?,273,25,0,-273,273,25,0,\text{-273},b
Which one of the following is Graham's diffusion law?,নিচের কোনটি গ্রাহামের ব্যাপন সূত্র?,r_{1}\sqrt{M_{1}} = r_{2}\sqrt{M_{2}},r \propto \frac{1}{M},\frac{r_{1}}{r_{2}} = \frac{\sqrt{M_{1}}}{\sqrt{M_{2}}},r \propto \sqrt{M},r_{1}\sqrt{M_{1}} = r_{2}\sqrt{M_{2}},r \propto \frac{1}{M},\frac{r_{1}}{r_{2}} = \frac{\sqrt{M_{1}}}{\sqrt{M_{2}}},r \propto \sqrt{M},a
Which metal ion deposited higher amount at cathode by passing 1F current?,1F বিদ্যুৎ চালনা করলে নিচের কোন ধাতুর আয়নটি ক্যাথোডে অধিক পরিমাণে সঞ্চিত হবে?,K,Zn,Ca,Al,K,Zn,Ca,Al,a
What is the value of pH in acid rain for precipitation?,এসিড বৃষ্টির বেলায় অধঃক্ষেপণ বৃষ্টিতে pH এর মান কত হতে পারে?,6.9,6.5,5.8,5.3,6.9,6.5,5.8,5.3,d
"In S_{N}1 Reaction-
i. steps of reaction are two
ii. order of reactivity-
3\degree RX > 2\degree RX > 1\degree RX > CH_{3}X
iii. rate of reaction depends on both helogeno alkane and neucleophile.
Which one is correct?","S_{N}1 বিক্রিয়ায়-
 i. বিক্রিয়া ধাপ দুটি
 ii. সক্রিয়তার ক্রয়-
 3\degree RX > 2\degree RX > 1\degree RX > CH_{3}X
 iii. বিক্রিয়া হার হ্যালোজেনো অ্যালকেন ও নিউক্লিওফাইল উভয়ের উপর নির্ভশীল
 নিচের কোনটি সঠিক?",i & ii,i & iii,ii & iii,"i, ii & iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",a
What is the number of molecules present in 10.0L CH_{4} gas at STP?,প্রমাণ অবস্থায় 10.0L CH_{4} গ্যাসে অণুর সংখ্যা কত?,0.2689 \times 10^{23},2.689 \times 10^{23},26.89 \times 10^{23},0.02689 \times 10^{23},0.2689 \times 10^{23},2.689 \times 10^{23},26.89 \times 10^{23},0.02689 \times 10^{23},b
What is the charge in coulomb when 5A current pass in an electrode for 30 seconds?,5A বিদ্যুৎ 30s ধরে কোনো ইলেকট্রোডে প্রবাহিত করলে প্রবাহিত বিদ্যুতের চার্জ কত কুলম্ব?,0.15,1.5,15,150,0.15,1.5,15,150,d
"NH_{3} is basic because it-
i. is an electron pair doner 
ii. reacts with acid
iii. is proton acceptor
Which one is correct?","NH_{3} ক্ষারধর্মী কারণ এটি-
 i. জোড় ইলেকট্রন দাতা
 ii. এসিডের সাথে বিক্রিয়া করে
 iii. প্রোটন গ্রহীতা
 নিচের কোনটি সঠিক?",i & ii,ii & iii,i & iii,"i, ii & iii",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",d
Which one is more stable carbonium ion?,কোনটি অধিকতর স্থিতিশীল কার্বোনিয়াম আয়ন?,^{\bigoplus}CR_{3},^{\bigoplus}CHR_{2},^{\bigoplus}CH_{2}R,^{\bigoplus}CH_{3},^{\oplus}CR_{3},^{\oplus}CHR_{2},^{\oplus}CH_{2}R,^{\oplus}CH_{3},a
If Zn/Zn^{2+}(E\degree = + 0.76 V) is anode which one of the following can be used as cathode?,Zn/Zn^{2+} (E\degree = 0.76V) অ্যানোড হলে নিচের কোনটি ক্যাথোড হিসাবে ব্যবহার করা যাবে?,Co/Co^{2+}(E\degree = + 0.28 V),Mg/Mg^{2+}(E\degree = + 2.36 V),Ca/Ca^{2+}(E\degree = +2.87 V),Al/Al^{3+}(E\degree = + 1.16 V),Co/Co^{2+} (E\degree = + 0.28 V),Mg/Mg^{2+} (E\degree = + 2.36 V),Ca/Ca^{2+} (E\degree = + 2.87 V),Al/Al^{3+} (E\degree = + 1.166 V),a
Which compound does not give Iodoform reaction?,কোন যৌগটি আয়োডোফরম বিক্রিয়া দেয় না?,CH_{3}OH,CH_{3}COCH_{3},CH_{3}CH(OH)CH_{3},CH_{3}CH_{2}OH,CH_{3}OH,CH_{3}COCH_{3},CH_{3}CH(OH)CH_{3},CH_{3}CH_{2}OH,a
What is the value of concentration of 0.05M H_{2}SO_{4} solution in ppm unit?,0.05 M H_{2}SO_{4} দ্রবণের ঘনমাত্রা ppm এককে কত?,4500,4900,14500,14900,4500,4900,14500,14900,b
Which solution of the following can be used in salt-bridge?,লবণ সেতুতে নিচের কোনটির দ্রবণ ব্যবহার করা যায়?,KNO_{2},KNO_{3},KMnO_{4},K_{2}CO_{3},KNO_{2},KNO_{3},KMnO_{4},K_{2}CO_{3},b
Which one of the following is used to identify - COOH group in organic compounds?,জৈব যৌগে -COOH মূলক শনাক্তকরণে নিচের কোনটি ব্যবহৃত হয়?,FeCl_{3},AgNO_{3},NaHCO_{3},NaNO_{3},FeCl_{3},AgNO_{3},NaHCO_{3},NaNO_{3},c
How many gram of NaOH present in 250 mL 0.1M NaOH solution?,250 mL 0.1 M NaOH দ্রবণে কত গ্রাম NaOH বিদ্যমান?,0.5,1,1.5,2,0.5,1,1.5,2,b
"Faraday's Law applicable-
i. for the calculation of charge of electron
ii. for the calculation of the amount of metal
iii. for the conductive electrolyte
Which one is correct?","ফ্যারাডের সূত্র প্রযোজ্য-
 i. ইলেকট্রনের চার্জ গণনায়
 ii. ধাতুর পরিমাণ নির্ণয়ে
 iii. তড়িৎ বিশ্লেষ্য পরিবাহীর ক্ষেত্রে
 নিচের কোনটি সঠিক?",i & ii,ii & iii,i & iii,"i, ii & iii",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",d
Which one of the following is used for identification of crbonyl- radical?,কার্বনিল মূলক শনাক্তকরণে নিচের কোনটি ব্যবহার হয়?,"2, 4-DNPH",Fehling's solution,Tollen's reagent,Lucas reagent,"2, 4-DNPH",ফেহলিং দ্রবণ,টলেন বিকারক,লুকাস বিকারক,a
"If 1.0F current is passed through AlCl_{3} solution, what amount of Al will be the deposited?",AlCl_{3} দ্রবণে 1.0F বিদ্যুৎ চার্জ প্রবাহিত করলে সঞ্চিত Al এর পরিমাণ-,1 mole,3 mole,\frac{1}{2} mole,\frac{1}{3}mole,1 mole,3 mole,\frac{1}{2} mole,\frac{1}{3} mole,d
"To titrate 30mL acidic FeSO_{4} solution, 30mL KMnO_{4} solution is needed. What is the concentration of this KMnO_{4} solution?",30 mL 0.1M FeSO_{4} এর অম্লীয় দ্রবণকে টাইট্রেশন করলে 30 mL কত ঘনমাত্রার KMnO_{4} দ্রবণ লাগবে?,0.01M,0.02M,0.03M,0.06M,0.01 M,0.02 M,0.03 M,0.06 M,b
Which of the following is the most powerful reductant?,সবচেয়ে শক্তিশালী বিজারক নিচের কোনটি?,Li,Al,Fe,Zn,Li,Al,Fe,Zn,a
Which of the following is Lewis Acid?,নিচের কোনটি লুইস এসিড?,SO_{3},NH_{3},H_{2}O,CN^{-},SO_{3},NH_{3},H_{2}O,CN^{-},a
Which of the following is primary standard substance?,নিচের কোনটি প্রাইমারি স্ট্যান্ডার্ড পদার্থ?,Sulphuric Acid,Hydrochloric Acid,Phosphoric Acid,Oxalic Acid,সালফিউরিক এসিড,হাইড্রোক্লোরিক এসিড,ফসফরিক এসিড,অক্সালিক এসিড,d
Which one of the following is not alcohol?,নিচের কোনটি অ্যালকোহল নয়?,C_{6}H_{13}OH,C_{6}H_{11}OH,C_{6}H_{7}OH,C_{6}H_{5}OH,C_{6}H_{13}OH,C_{6}H_{11}OH,C_{6}H_{7}OH,C_{6}H_{5}OH,d
Which one is the correct sequence of RMS velocity at constant temperature?,স্থির তাপমাত্রায় RMS বেগের সঠিক ক্রম কোনটি?,H_{2} > N_{2} > CO_{2},CO_{2} > O_{2} > H_{2},N_{2} > CO_{2} > He,O_{2} > H_{2} > CO_{2},H_{2} > N_{2} > CO_{2},CO_{2} > O_{2} > H_{2},N_{2} > CO_{2} > He,O_{2} > H_{2} > CO_{2},a
What is the concetration of 25mL 0.25M H_{2}SO_{4} solution in ppm unit?,25 mL 0.25 M H_{2}SO_{4} দ্রবণের ঘনমাত্রা ppm এককে কত?,12225,24500,3650,5475,12225,24500,3650,5475,b
Which one of the following is not conductor?,নিচের কোনটি বিদ্যুৎ সুপরিবাহী নয়?,Copper,Carbon,Silver,Aluminium,কপার,কার্বন,সিলভার,অ্যালুমিনিয়াম,b
Which of the following two gases have same rate of diffusion?,নিচের গ্যাস জোড়ের মধ্যে কোনটির ব্যাপনের হার সমান?,CO_{2} and NO_{2},CO_{2} and N_{2}O,CO_{2} and CO,N_{2}O and NO_{2},CO_{2} ও NO_{2},CO_{2} ও N_{2}O,CO_{2} ও CO,N_{2}O ও NO_{2},b
When the average kinetic energy of two gases are same?,দুটি গ্যাসের গড় গতিশক্তি কখন সমান হয়?,Same pressure,Same molecular weight,Same temperature,Same volume,চাপ সমান,আণবিক ভর সমান,তাপমাত্রা সমান,আয়তন সমান,c
What is the type of the graph of volume Vs pressure at constant temperature of a gas having definite mass?,স্থির তাপমাত্রায় নির্দিষ্ট ভরের গ্যাসের আয়তন বনাম চাপের লেখচিত্রটি কোন ধরনের?,Parabolic,Hyperbolic,Circular,Linear,পরাবৃত্তাকার,অধিবৃত্তাকার,বৃত্তাকার,সরলরৈখিক,b
If the volume of 3.2g of a gas is 2.24L at STP the gas can be-,STP তে 3.2g একটি গ্যাস 2.24 লিটার আয়তন দখল করলে গ্যাসটি হতে পারে-,Co_{2},CO_{2},N_{2},O_{2},Cl_{2},CO_{2},N_{2},O_{2},d
"At neutral medium, KMnO_{4} is converted to which one?",প্রশম মাধ্যমে KMnO_{4} কোনটিতে পরিণত হয়?,MnSO_{4},MnO,mnS,MnO_{2},MnSO_{4},MnO,MnS,MnO_{2},d
"Which can be sysnthesized from Frignard reagent?
i. CH_{3} - CH_{2} - OH
ii. CH_{3} - NO_{2}
iii. CH_{3} - CH_{2} - COOH
Which one is correct?","গ্রিগনার্ড বিকারক থেকে কোনগুলো সংশ্লেষণ করা যায়?
 i. CH_{3} - CH_{2} - OH
 ii. CH_{2} - NO_{2}
 iii. CH_{3} - CH_{2} - COOH
 নিচের কোনটি সঠিক?",i & ii,ii & iii,i & iii,"i, ii & iii",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",c
What is the electro-chemical equivalent of Ag?,Ag এর তড়িৎ রাসায়নিক তুল্যাঙ্ক এর মান কত?,0.000289,0.000658,0.000329,0.001118,0.000289,0.000658,0.000329,0.001118,d
"A\overset{[O]}{\rightarrow} Propanone.
A of the stem is-","A \xrightarrow{[O]} প্রোপানোন
 
 উদ্দীপকের A হচ্ছে-",1\degree Alcohol,3\degree Alcohol,2\degree Alcohol,Unsaturated alcohol,1\degree অ্যালকোহল,3\degree অ্যালকোহল,2\degree অ্যালকোহল,অসম্পৃক্ত অ্যালকোহল,c
"A\overset{[O]}{\rightarrow} Propanone.
What happens when Lucas-reagent is added to compound-A of stem?
i. Produces white ppt instantly
ii. Produces white ppt after 5-10 minutes
iii. No ppt is formed
Which one is correct?","A \xrightarrow{[O]} প্রোপানোন
 
 উদ্দীপকের A এর সাথে লুকাস বিকারক যোগ করলে কী ঘটে?
 i. সাথে সাথে সাদা অধঃক্ষেপ পড়ে
 ii. ৫-১০ মিনিট পর সাদা অধঃক্ষেপ পড়ে
 iii. অধঃক্ষেপ পড়ে না
 নিচের কোনটি সঠিক?",i,ii,iii,"i, ii & iii",i,ii,iii,"i, ii ও iii",b
Among all the isomers of C_{4}H_{10}O_{9} which one will show optical isomerism?,CH_{4}H_{10}O দিয়ে গঠিত সকল সমাণুকের মধ্যে কোনটি আলোক সমাণুতা প্রদর্শন করবে?,Primary butanol,Secondary butanol,Tertiary butanol,Butanal,প্রাইমারি বিউটানল,সেকেন্ডারি বিউটানল,টারসশিয়ারি বিউটানল,বিউটান্যাল,b
"Secondary indicating electrodes are-
i. Pt, H_{2} (latm)/H^{+}(1M)
ii. Ag(s), AgCl(s)/HCl(aq)
iii. Hg(l), Hg_{2}Cl_{2}(s)/KCl(aq)
Which one is correct?","সেকেন্ডারি নির্দেশক তড়িৎদ্বার হলো-
 i. Pt, H_{2}(1 atm)/H^{+} (1M
 ii. Ag(s), AgCl(s)/HCl(aq)
 iii. Hg(l), Hg_{2}Cl_{2}(s)/KCl(aq)
 নিচের কোনটি সঠিক?",i & ii,ii & iii,i & iii,"i, ii & iii",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",b
"2H_{2}O_{2}(aq) \rightarrow 2H_{2}O(l) + O_{2}(g)
What amount of H_{2}O_{2} is needed to produce 16g O_{2} in this reaction?",2H_{2}O_{2}(aq) \rightarrow 2H_{2}O(l) + O_{2}(g); এই বিক্রিয়ার মাধ্যমে 16 g O_{2} তৈরিতে কত গ্রাম H_{2}O_{2} তৈরিতে কত গ্রাম H_{2}O_{2} লাগবে?,68,34,17,8.5,68,34,17,8.5,b
What color is showed by methyl orange in acidic solution?,মিথাইল অরেঞ্জ অম্লীয় দ্রবণে কোন বর্ণ প্রদর্শন করে?,Colorless,Orange,Yellow,Pinkish red,বর্ণহীন,কমলা,হলুদ,গোলাপী লাল,d
Which one of the following used in calomel-electrode?,ক্যালোমেল তড়িৎদ্বারে নিচের কোনটি ব্যবহার হয়?,HgCl_{2},MnO_{2},Hg_{2}Cl_{2},NH_{4}Cl,HgCl_{2},MnO_{2},Hg_{2}Cl_{2},NH_{4}Cl,c
How many electron does the central atom of acidic KMnO_{4} receive during reaction?,বিক্রিয়াকালে অম্লীয় KMnO_{4} এর কেন্দ্রীয় পরমাণু কয়টি ইলেকট্রন গ্রহণ করে?,2,3,4,5,2,3,4,5,d
What will be the total pressure of (A + B) mixture by opening stop cork of stem?,উদ্দীপকের স্টপকর্ক খুলে দিলে (A + B) মিশ্রণের মোট চাপ কত হবে?,535.80 mm (Hg),765.45 mm (Hg),612.36 mm (Hg),1148.17 mm (Hg),535.80 mm(Hg),765.45 mm(Hg),612.36 mm(Hg),1148.17 mm(Hg),b
Which one is redox reaction?,কোনটি জারণ-বিজারণ বিক্রিয়া?,HCl(aq) + NaOH(aq) \rightarrow NaCl(aq) + H_{2}O(l},Na_{2}SO_{4}(aq) + BaCl_{2}(aq),Zn(s) + H_{2}SO_{4}(aq) \rightarrow ZnSO_{4}(aq) + H_{2}(g),AlCl_{3}(s) + H_{2}O(l) \rightarrow Al(OH)_{3}(s) + 3HC(aq),"HCl(aq) + NaOH(aq)
 \rightarrow NaHCl(aq) + H_{2}O(l)","Na_{2}SO_{4}(aq) + BaCl_{2}(aq) \rightarrow
 BaSO_{4}(s) + 2NaCl(aq)","Zn(s) + H_{2}SO_{4}(aq) \rightarrow
 ZnSO_{4}(aq) + H_{2}(g)",AlCl_{3}(s) + H_{2}O(l) \rightarrow Al(OH)_{3}(s) + 3HCl(aq),c
What is the molarity of 5% Na_{2}CO_{3}?,5% Na_{2}CO_{3} এর মোলারিটি কত?,0.98 M,0.89 M,0.79 M,0.471 M,0.98 M,0.89 M,0.79 M,0.471 M,d
Which one is electrolytic conductor?,কোনটি তড়িৎবিশ্লেষ্য পরিবাহী?,Pure water,NaCl(s),CuSO_{4}(aq),100% HCl,বিশুদ্ধ পানি,NaCl(s),CuSO_{4}(aq),100% HCl,c
"In which, pressure changes with volume of the gas?",চাপের সাথে গ্যাসের আয়তনের পরিবর্তন হয় কোনটিতে?,Boyle's law,Charle's law,Avogadro's law,Graham's law,বয়েলের সূত্র,চার্লসের সূত্র,অ্যাভোগেড্রার সূত্র,গ্রাহামের সূত্র,a
What will be the nature of equal volume of 1M KOH and 1M H_{2}SO_{4} solution?,সমআয়তন 1 M KOH এবং 1 M H_{2}SO_{4} দ্রবণের প্রকৃতি কী হবে?,Basic,Acidic,Amphoteric,Neutral,ক্ষারীয়,অম্লীয়,উভধর্মী,নিরপেক্ষ,b
"How much iron will be deposited at cathode when 5A current is passed for 10 min through FeSO_{4} solution?
[atomic weight of Fe = 55.85]",FeSO_{4} দ্রবণের মধ্য দিয়ে 5A বিদ্যুৎ 10min চালনা করলে ক্যাথোডে কী পরিমাণ আয়রন জমা হবে? [Fe এর পারমাণবিক ভর = 55.85],0.144g,0.868g,0.578g,0.404g,0.144 g,0.868 g,0.578 g,0.404 g,b
Which functional group is an orthopara indicator in substitution reaction?,প্রতিস্থাপন বিক্রিয়ায় কোন কার্যকরী মূলকটি অর্থোপ্যারা নির্দেশক?,- COOH,- N(CH_{3}),- CHO,- NO_{2},\text{- COOH},\text{- N(CH_{3})_{2},\text{- CHO},\text{- NO_{2}),b
What is the idea gas equation for 96g O_{2}?,96 g O_{2} এর জন্য আদর্শ গ্যাসের সমীকরণ কোনটি?,PV = nRT,PV = RT,PV = 2RT,PV = 3RT,PV = nRT,PV = RT,PV = 2RT,PV = 3RT,d
Which one is produced in Wurtz reaction?,কোনটি উর্টজ বিক্রিয়ায় সৃষ্টি হয়?,Alkyl halide,Alkyl benzene,Alcohol,Higher alkane,অ্যালকাইল হ্যালাইড,অ্যালকাইল বেনজিন,অ্যালকোহল,উচ্চতর অ্যালকেন,d
What will be concentration in ppm unit for 0.25 M H_{2}SO_{4}?,0.25 M H_{2}SO_{4} এর ঘনমাত্রা ppm এককে কত হবে?,24600,24500,24400,24300,24600,24500,24400,24300,b
What is the electrochemical equivalent of copper?,কপারের তড়িৎ রাসায়নিক তুল্যাঙ্ক কত?,2.9 \times 10^{-4} gC^{-1},2.85 \times 10^{-4} gC^{-1},3.06 \times 10^{-4}C^{-1},3.29 \times 10^{-4} gC^{-1},2.9 \times 10^{-4} gC^{-1},2.85 \times 10^{-4} gC^{-1},3.06 \times 10^{-4} gC^{-1},3.29 \times 10^{-4} gC^{-1},d
Which one is Lewis base?,কোনটি লুইস ক্ষারক?,NH_{3},BF_{3},AlCl_{3},C_{2}H_{4},NH_{3},BF_{3},AlCl_{3},C_{2}H_{4},a
RCO - NH_{2} + Br_{2} + KOH \overset{\Delta}{\rightarrow}A + K_{2}CO_{3} + KBr + H_{2}O; What is compound 'A'?,RCO - NH_{2} + Br_{2} + KOH \xrightarrow{\Delta} A + K_{2}CO_{3} + KBr + H_{2}O বিক্রিয়াটিতে A-যৌগটি কী?,1\degree alcohol,2\degree alcohol,1\degree amine,2\degree amine,1\degree অ্যালকোহল,2\degree অ্যালকোহল,1\degree অ্যামিন,2\degree অ্যামিন,c
"Fe^{2+} + Sn^{4+} \rightleftharpoons Fe^{3+} + Sn^{2+}
In this reaction-
i. Sn^{4+} is oxidant
ii. Fe^{2+} is oxidized
iii. Sn^{2+} releases electron
Which one is correct?","Fe^{2+} + Sn^{4+} \rightleftharpoon Fe^{3+} + Sn^{2+} বিক্রিয়াটিতে
 i. Sn^{4+} জারক
 ii. Fe^{2+} জারিত হয়েছে
 iii. Sn^{2+} ইলেকট্রন ত্যাগ করেছে
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",d
How much current is needed to deposite 27g Al?,27g Al জমা হতে কী পরিমাণ বিদ্যুৎ প্রয়োজন?,27F,13.5F,3F,1F,27 F,13.5 F,3 F,1 F,c
"R - NH_{2} + KOH + CHCl_{3} \overset{60\degree C} {\rightarrow} B; The reaction is-
i. carbyl amine reaction
ii. applicable in case of aromatic amine
iii. use to detect chloroform
Which one is correct?","R - NH_{2} + KOH + CHCl_{3} \xrightarrow{60\degree C} B বিক্রিয়াটি-
 i. কার্বিল অ্যামিন বিক্রিয়া
 ii. অ্যারোমেটিক অ্যামিনের ক্ষেত্রেও প্রযোজ্য
 iii. দ্বারা ক্লোরোফর্ম শনাক্ত করা যায়
 নিচের কোনটি সঠিক?",i,ii,ii and iii,"i, ii and iii",i,ii,ii ও iii,"i, ii ও iii",d
How much joule is the kinetic energy of 22g CO_{2} at 27\degree C?,27\degree C তাপমাত্রায় 22 g CO_{2} এর গতিশক্তি কত জুল?,1870.65,168.36,82.3,18.47,1870.65,168.36,82.3,18.47,a
What is the highest value of TDS approved by WHO in water?,পানীয় জলে WHO অনুমোদিত TDS এর সর্বোচ্চ মান কত?,10ppm,100ppm,500ppm,6000ppm,10 ppm,100 ppm,500 ppm,6000 ppm,c
